,0,1,2,3
35,"[14400.0, 15997.0, 16422.0, 14885.0, 13629.0, 16357.0, 16199.0, 14809.0, 14661.0, 16917.0]","[12087.0, 11428.0, 14382.0, 12841.0, 13835.0, 11490.0, 13408.0, 15020.0, 14512.0, 14658.0]","[14609.0, 11621.0, 12990.0, 14673.0, 14637.0, 13086.0, 14661.0, 13889.0, 13397.0, 16558.0]","[16326.0, 16417.0, 15529.0, 14859.0, 14652.0, 13686.0, 15319.0, 14990.0, 15027.0, 14962.0]"
36,"[13757.0, 11737.0, 13540.0, 14097.0, 14065.0, 13399.0, 14882.0, 13398.0, 14443.0, 14275.0]","[12974.0, 11835.0, 13004.0, 9796.0, 11482.0, 14338.0, 12443.0, 11636.0, 12245.0, 11115.0]","[13545.0, 13118.0, 13774.0, 12065.0, 13089.0, 11284.0, 12847.0, 13900.0, 13592.0, 11092.0]","[13300.0, 13605.0, 12602.0, 13680.0, 14002.0, 13829.0, 13161.0, 13537.0, 13785.0, 14678.0]"
37,"[17910.0, 14179.0, 18310.0, 17011.0, 16446.0, 16116.0, 14748.0, 15503.0, 16799.0, 16988.0]","[14403.0, 15744.0, 14725.0, 12587.0, 12672.0, 15882.0, 11856.0, 14051.0, 13827.0, 15777.0]","[16219.0, 15096.0, 15817.0, 15684.0, 16821.0, 14543.0, 15098.0, 18236.0, 14425.0, 15906.0]","[16769.0, 15195.0, 15974.0, 15214.0, 17340.0, 15723.0, 18235.0, 16961.0, 16240.0, 15948.0]"
48,"[13316.0, 11493.0, 14735.0, 15185.0, 14801.0, 13815.0, 13496.0, 15652.0, 14156.0, 15657.0]","[12577.0, 12962.0, 11816.0, 13736.0, 11361.0, 12871.0, 14278.0, 12614.0, 10683.0, 12262.0]","[13746.0, 12601.0, 12752.0, 13300.0, 15155.0, 13082.0, 14345.0, 13285.0, 11878.0, 13936.0]","[13997.0, 13342.0, 14105.0, 14531.0, 13946.0, 14612.0, 14256.0, 13345.0, 15439.0, 14601.0]"
49,"[14964.0, 13329.0, 15281.0, 14021.0, 14741.0, 14335.0, 15342.0, 14520.0, 13839.0, 15201.0]","[12613.0, 13288.0, 12137.0, 13849.0, 15547.0, 10944.0, 11843.0, 12720.0, 12202.0, 13714.0]","[12899.0, 11527.0, 15950.0, 15005.0, 14016.0, 14416.0, 12885.0, 14319.0, 13841.0, 14641.0]","[15232.0, 14706.0, 15367.0, 15122.0, 15245.0, 13296.0, 15142.0, 14894.0, 13468.0, 12930.0]"
50,"[14115.0, 15458.0, 12849.0, 14160.0, 14761.0, 14551.0, 15965.0, 16281.0, 15555.0, 15949.0]","[12028.0, 13570.0, 13474.0, 15076.0, 15643.0, 12129.0, 13610.0, 13962.0, 13109.0, 13613.0]","[13415.0, 13330.0, 12437.0, 14170.0, 13251.0, 15964.0, 12686.0, 15120.0, 14295.0, 14252.0]","[13872.0, 15305.0, 16435.0, 14374.0, 14823.0, 15608.0, 15151.0, 14933.0, 14405.0, 13691.0]"
52,"[19821.0, 17540.0, 18279.0, 19288.0, 18123.0, 17266.0, 16716.0, 17218.0, 16608.0, 17561.0]","[16414.0, 14892.0, 13979.0, 12841.0, 14838.0, 17695.0, 19033.0, 18044.0, 13168.0, 16429.0]","[17469.0, 16977.0, 20341.0, 16773.0, 19237.0, 14165.0, 17719.0, 16608.0, 15727.0, 17587.0]","[16207.0, 18974.0, 17474.0, 16227.0, 18259.0, 19165.0, 17408.0, 18864.0, 16815.0, 17546.0]"
53,"[14296.0, 11136.0, 15837.0, 14485.0, 14415.0, 14470.0, 14015.0, 15033.0, 16708.0, 14756.0]","[13163.0, 10305.0, 12402.0, 12900.0, 11745.0, 14379.0, 13524.0, 13219.0, 14973.0, 11400.0]","[13575.0, 11935.0, 15929.0, 12820.0, 13862.0, 14411.0, 13830.0, 11599.0, 14699.0, 13570.0]","[15618.0, 16419.0, 15056.0, 12637.0, 13643.0, 13699.0, 13839.0, 13567.0, 14948.0, 13305.0]"
54,"[14432.0, 11999.0, 9988.0, 11765.0, 11574.0, 12500.0, 11584.0, 14382.0, 11307.0, 11574.0]","[0.0, 13976.0, 0.0, 10143.0, 0.0, 11526.0, 11231.0, 12033.0, 0.0, 10295.0]","[10671.0, 12420.0, 0.0, 12286.0, 10832.0, 11837.0, 0.0, 11742.0, 11317.0, 0.0]","[9438.0, 14004.0, 9451.0, 13601.0, 10508.0, 10723.0, 13574.0, 10442.0, 12521.0, 13559.0]"
56,"[10907.0, 0.0, 6016.0, 13344.0, 0.0, 8341.0, 0.0, 8428.0, 0.0, 10933.0]","[0.0, 9689.0, 0.0, 0.0, 0.0, 7458.0, 0.0, 8447.0, 0.0, 0.0]","[11615.0, 0.0, 12101.0, 0.0, 8680.0, 6003.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 9305.0, 0.0, 8808.0, 8491.0, 0.0, 8047.0, 9326.0, 7919.0]"
57,"[15924.0, 16547.0, 15180.0, 16641.0, 16821.0, 17028.0, 17821.0, 16417.0, 14426.0, 16825.0]","[14422.0, 17251.0, 14194.0, 13943.0, 15585.0, 13840.0, 15331.0, 18342.0, 17093.0, 14685.0]","[14637.0, 15584.0, 16357.0, 15151.0, 16236.0, 16889.0, 13484.0, 16982.0, 14412.0, 13780.0]","[14944.0, 15026.0, 16662.0, 16051.0, 16385.0, 16694.0, 17014.0, 15489.0, 15259.0, 17578.0]"
58,"[13980.0, 14698.0, 15966.0, 14599.0, 14857.0, 16206.0, 16091.0, 15249.0, 15739.0, 14514.0]","[13887.0, 12887.0, 12670.0, 14670.0, 12539.0, 12850.0, 13170.0, 11292.0, 13739.0, 15309.0]","[12684.0, 14695.0, 13416.0, 14671.0, 12748.0, 13929.0, 13782.0, 15514.0, 12242.0, 11175.0]","[15811.0, 15112.0, 13761.0, 15557.0, 14244.0, 14013.0, 17268.0, 14844.0, 15285.0, 14683.0]"
59,"[16714.0, 14814.0, 14999.0, 16604.0, 14773.0, 16204.0, 17575.0, 14941.0, 15436.0, 14712.0]","[15808.0, 13849.0, 15465.0, 12475.0, 13851.0, 16949.0, 12496.0, 12884.0, 14794.0, 13210.0]","[13522.0, 15557.0, 16139.0, 13935.0, 16185.0, 13647.0, 12704.0, 14994.0, 16052.0, 14498.0]","[15034.0, 16435.0, 14837.0, 14930.0, 15748.0, 16967.0, 14959.0, 15281.0, 14271.0, 16070.0]"
60,"[12696.0, 13255.0, 13405.0, 10912.0, 13192.0, 11999.0, 11959.0, 12337.0, 12093.0, 12709.0]","[11524.0, 12107.0, 12179.0, 10849.0, 13256.0, 11328.0, 11094.0, 12237.0, 11255.0, 11529.0]","[11500.0, 12642.0, 11675.0, 12221.0, 12393.0, 11326.0, 11765.0, 12284.0, 10233.0, 10709.0]","[11676.0, 12335.0, 12776.0, 12825.0, 11900.0, 11669.0, 11560.0, 12653.0, 12064.0, 12229.0]"
61,"[17751.0, 15966.0, 15621.0, 16162.0, 16724.0, 16825.0, 16709.0, 15864.0, 16687.0, 16531.0]","[14525.0, 15942.0, 16546.0, 16163.0, 13495.0, 13449.0, 17101.0, 14227.0, 14248.0, 13917.0]","[15440.0, 14518.0, 15386.0, 14510.0, 17775.0, 15362.0, 14333.0, 16488.0, 15896.0, 16208.0]","[15226.0, 16374.0, 14462.0, 16651.0, 17177.0, 15850.0, 16803.0, 16545.0, 16290.0, 16453.0]"
62,"[16216.0, 16415.0, 15263.0, 16791.0, 17826.0, 18872.0, 18972.0, 16557.0, 16612.0, 20258.0]","[15219.0, 17592.0, 13038.0, 13595.0, 11111.0, 12573.0, 13876.0, 15322.0, 13945.0, 16245.0]","[14460.0, 16405.0, 15386.0, 15561.0, 15868.0, 15778.0, 15393.0, 13779.0, 13977.0, 15242.0]","[16776.0, 17273.0, 17504.0, 16680.0, 17515.0, 17463.0, 16542.0, 18149.0, 17006.0, 17512.0]"
63,"[15014.0, 16283.0, 14778.0, 14994.0, 16486.0, 17452.0, 15834.0, 15791.0, 15065.0, 15869.0]","[13635.0, 12889.0, 14101.0, 14689.0, 14738.0, 14088.0, 15510.0, 13831.0, 14612.0, 12224.0]","[15065.0, 13305.0, 15198.0, 15086.0, 12899.0, 14727.0, 14982.0, 13322.0, 14410.0, 12896.0]","[16226.0, 15210.0, 16798.0, 15986.0, 15486.0, 15634.0, 14567.0, 14144.0, 14327.0, 15762.0]"
66,"[14665.0, 14810.0, 14301.0, 13478.0, 13547.0, 14116.0, 12709.0, 13751.0, 14092.0, 12229.0]","[9623.0, 13253.0, 11311.0, 12835.0, 10767.0, 10581.0, 12494.0, 12506.0, 11193.0, 9972.0]","[13976.0, 12622.0, 11860.0, 13230.0, 12490.0, 13382.0, 13275.0, 12601.0, 12108.0, 12673.0]","[13513.0, 15356.0, 12618.0, 13097.0, 12587.0, 12874.0, 12809.0, 13255.0, 13783.0, 14182.0]"
67,"[14080.0, 15378.0, 14444.0, 14217.0, 13863.0, 14754.0, 13246.0, 13542.0, 14422.0, 16215.0]","[0.0, 13507.0, 13298.0, 13485.0, 11253.0, 11915.0, 11677.0, 12336.0, 11142.0, 11778.0]","[13000.0, 13281.0, 13316.0, 12922.0, 14715.0, 12566.0, 12030.0, 11672.0, 14780.0, 12873.0]","[13762.0, 13778.0, 14355.0, 13886.0, 14515.0, 15250.0, 13367.0, 14068.0, 14001.0, 14478.0]"
68,"[16738.0, 16067.0, 17331.0, 16005.0, 16834.0, 16546.0, 16245.0, 14362.0, 16412.0, 16690.0]","[15661.0, 13872.0, 12005.0, 14185.0, 15521.0, 13529.0, 11501.0, 11393.0, 12767.0, 18810.0]","[14482.0, 15501.0, 13839.0, 14801.0, 14918.0, 15157.0, 14681.0, 14268.0, 13894.0, 14300.0]","[16459.0, 14817.0, 15061.0, 16204.0, 15769.0, 16084.0, 17153.0, 16195.0, 15825.0, 16436.0]"
69,"[14202.0, 15097.0, 13944.0, 13881.0, 14867.0, 15722.0, 16262.0, 15732.0, 13552.0, 14752.0]","[11503.0, 14496.0, 14411.0, 12359.0, 13299.0, 11311.0, 14357.0, 13426.0, 12297.0, 11518.0]","[14770.0, 13009.0, 15401.0, 11962.0, 12831.0, 11793.0, 11508.0, 14597.0, 11642.0, 15013.0]","[14764.0, 14225.0, 14229.0, 14344.0, 15138.0, 14336.0, 12895.0, 14836.0, 13688.0, 15619.0]"
70,"[15053.0, 14726.0, 15008.0, 14956.0, 17070.0, 15628.0, 16224.0, 15299.0, 15912.0, 13794.0]","[13534.0, 15385.0, 12458.0, 14378.0, 13330.0, 14408.0, 12916.0, 14235.0, 13616.0, 14149.0]","[14269.0, 14615.0, 14540.0, 15644.0, 14121.0, 14803.0, 14528.0, 16236.0, 14508.0, 16551.0]","[14845.0, 15123.0, 14956.0, 15565.0, 16424.0, 15489.0, 14779.0, 15253.0, 14561.0, 15605.0]"
73,"[7851.0, 9484.0, 11064.0, 0.0, 0.0, 8408.0, 7559.0, 10446.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 9423.0, 0.0, 9590.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 7872.0, 7318.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 9615.0, 9533.0, 0.0, 0.0, 0.0]"
74,"[11874.0, 9274.0, 10073.0, 0.0, 11518.0, 8360.0, 9303.0, 10873.0, 10352.0, 8127.0]","[0.0, 0.0, 0.0, 0.0, 8782.0, 7458.0, 0.0, 11506.0, 0.0, 10138.0]","[6582.0, 9468.0, 6138.0, 7209.0, 0.0, 7731.0, 0.0, 0.0, 0.0, 10369.0]","[8592.0, 0.0, 6612.0, 9988.0, 8289.0, 0.0, 0.0, 0.0, 11003.0, 8396.0]"
76,"[18677.0, 16505.0, 17359.0, 18083.0, 16212.0, 17690.0, 15316.0, 17272.0, 16789.0, 18803.0]","[14073.0, 14999.0, 14860.0, 14505.0, 14637.0, 14279.0, 15272.0, 15109.0, 17429.0, 14681.0]","[16113.0, 15168.0, 16692.0, 15651.0, 16603.0, 14906.0, 16638.0, 15839.0, 14836.0, 15076.0]","[16460.0, 14716.0, 16245.0, 16398.0, 15817.0, 15891.0, 16856.0, 17314.0, 18575.0, 17634.0]"
78,"[14523.0, 15839.0, 14627.0, 15381.0, 15262.0, 15434.0, 15219.0, 13125.0, 14335.0, 14294.0]","[12946.0, 12517.0, 13811.0, 12155.0, 13565.0, 11716.0, 12867.0, 13622.0, 13643.0, 11239.0]","[14241.0, 13882.0, 13862.0, 13190.0, 12685.0, 14429.0, 13334.0, 14966.0, 15264.0, 15488.0]","[13883.0, 14047.0, 14484.0, 14860.0, 14950.0, 14772.0, 14325.0, 14525.0, 14047.0, 14687.0]"
79,"[11648.0, 10618.0, 13365.0, 10507.0, 12255.0, 12216.0, 11796.0, 11235.0, 11645.0, 12200.0]","[11363.0, 10203.0, 11199.0, 0.0, 9759.0, 9223.0, 9174.0, 0.0, 9999.0, 10456.0]","[11521.0, 9869.0, 9881.0, 8413.0, 10997.0, 11298.0, 10192.0, 11355.0, 9696.0, 10574.0]","[9772.0, 11216.0, 11846.0, 11544.0, 12722.0, 11890.0, 11698.0, 10965.0, 11462.0, 11142.0]"
80,"[15968.0, 13723.0, 15608.0, 15706.0, 17287.0, 15648.0, 14433.0, 15980.0, 16150.0, 15269.0]","[12558.0, 11785.0, 14859.0, 12529.0, 12374.0, 11460.0, 12302.0, 14533.0, 12590.0, 14047.0]","[15440.0, 16113.0, 14506.0, 16514.0, 13782.0, 14561.0, 15795.0, 14203.0, 15431.0, 13169.0]","[15701.0, 15446.0, 14611.0, 15007.0, 14678.0, 14967.0, 15902.0, 13855.0, 14883.0, 14751.0]"
81,"[15366.0, 14892.0, 19006.0, 18948.0, 18374.0, 18179.0, 16409.0, 19476.0, 17697.0, 16137.0]","[16084.0, 14447.0, 17232.0, 15797.0, 14810.0, 15385.0, 15818.0, 18535.0, 14473.0, 17779.0]","[16043.0, 15124.0, 14920.0, 14801.0, 16580.0, 17648.0, 16561.0, 14486.0, 16731.0, 14592.0]","[17438.0, 16354.0, 15864.0, 16758.0, 17027.0, 16693.0, 16937.0, 18796.0, 15965.0, 16365.0]"
82,"[10405.0, 9435.0, 8267.0, 7571.0, 6483.0, 8048.0, 0.0, 11513.0, 6644.0, 11108.0]","[10636.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8496.0, 8297.0, 11781.0, 0.0]","[9685.0, 0.0, 0.0, 8676.0, 8916.0, 0.0, 10654.0, 8161.0, 8169.0, 11226.0]","[10858.0, 9141.0, 0.0, 9738.0, 8448.0, 0.0, 0.0, 9052.0, 0.0, 8397.0]"
83,"[15188.0, 13199.0, 16034.0, 15061.0, 14593.0, 15196.0, 15948.0, 17321.0, 17143.0, 16374.0]","[15135.0, 14296.0, 12741.0, 13770.0, 13476.0, 13053.0, 15821.0, 14530.0, 13384.0, 13386.0]","[14356.0, 16223.0, 13697.0, 14841.0, 16647.0, 13206.0, 12259.0, 14570.0, 13910.0, 16345.0]","[17022.0, 15802.0, 14092.0, 15283.0, 14573.0, 14312.0, 14277.0, 14315.0, 15514.0, 13363.0]"
84,"[13597.0, 11647.0, 11225.0, 9867.0, 11462.0, 11692.0, 10462.0, 10891.0, 10697.0, 10696.0]","[0.0, 10065.0, 7352.0, 8863.0, 0.0, 0.0, 6816.0, 0.0, 8994.0, 10937.0]","[0.0, 10177.0, 8582.0, 11035.0, 0.0, 8880.0, 10700.0, 9248.0, 9771.0, 0.0]","[8440.0, 11102.0, 10050.0, 10867.0, 10030.0, 8379.0, 9098.0, 11316.0, 9726.0, 10711.0]"
85,"[14905.0, 14704.0, 14632.0, 14833.0, 13048.0, 15850.0, 14132.0, 15325.0, 14650.0, 14662.0]","[13479.0, 12456.0, 14129.0, 13833.0, 15581.0, 14118.0, 12881.0, 13753.0, 12765.0, 12832.0]","[15503.0, 13619.0, 12670.0, 13864.0, 13497.0, 14753.0, 13250.0, 13079.0, 13792.0, 12466.0]","[13982.0, 14732.0, 14024.0, 14226.0, 14627.0, 13919.0, 14396.0, 15200.0, 14069.0, 14193.0]"
86,"[17556.0, 17791.0, 18293.0, 18093.0, 17858.0, 19501.0, 17606.0, 17993.0, 17977.0, 17421.0]","[17943.0, 14886.0, 19610.0, 16992.0, 13959.0, 16972.0, 14938.0, 16094.0, 16186.0, 14169.0]","[16008.0, 14208.0, 16696.0, 16313.0, 16944.0, 18043.0, 16498.0, 16516.0, 15358.0, 17665.0]","[14951.0, 17420.0, 16860.0, 16510.0, 18751.0, 18188.0, 18239.0, 17047.0, 17375.0, 17074.0]"
87,"[16059.0, 18661.0, 17465.0, 16801.0, 16723.0, 17747.0, 15371.0, 18642.0, 18836.0, 16234.0]","[14464.0, 17579.0, 16002.0, 15458.0, 14560.0, 15071.0, 14404.0, 17738.0, 15657.0, 17860.0]","[16160.0, 16647.0, 15802.0, 15686.0, 15579.0, 14847.0, 15301.0, 15944.0, 15739.0, 16677.0]","[16592.0, 15977.0, 16291.0, 15824.0, 17141.0, 17749.0, 17773.0, 16347.0, 15570.0, 15968.0]"
89,"[16256.0, 13598.0, 15603.0, 16223.0, 16818.0, 15545.0, 14618.0, 15058.0, 16045.0, 15523.0]","[14299.0, 12744.0, 13351.0, 14075.0, 14287.0, 11262.0, 14089.0, 11918.0, 13848.0, 11982.0]","[15178.0, 17228.0, 12903.0, 13447.0, 15446.0, 17373.0, 14882.0, 15319.0, 13812.0, 14869.0]","[15479.0, 15835.0, 15538.0, 14312.0, 14167.0, 16177.0, 15648.0, 14022.0, 14992.0, 15167.0]"
9,"[7984.0, 0.0, 11022.0, 9478.0, 6995.0, 8751.0, 0.0, 6257.0, 0.0, 8532.0]","[0.0, 0.0, 0.0, 0.0, 9660.0, 8402.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7605.0, 0.0]","[6889.0, 0.0, 0.0, 0.0, 7158.0, 0.0, 0.0, 8573.0, 0.0, 0.0]"
90,"[11737.0, 11053.0, 13347.0, 13963.0, 12855.0, 12540.0, 12464.0, 12662.0, 11665.0, 13959.0]","[11105.0, 12012.0, 9327.0, 0.0, 9827.0, 0.0, 12415.0, 11596.0, 10955.0, 10066.0]","[12741.0, 11370.0, 12993.0, 11509.0, 12274.0, 12304.0, 10565.0, 10288.0, 11913.0, 10253.0]","[12659.0, 11906.0, 11549.0, 12294.0, 12976.0, 12235.0, 11791.0, 12283.0, 11591.0, 13273.0]"
91,"[15328.0, 13322.0, 13962.0, 15647.0, 16159.0, 13922.0, 14493.0, 15270.0, 12739.0, 13749.0]","[10728.0, 12944.0, 11877.0, 14474.0, 12741.0, 13287.0, 12479.0, 12709.0, 13459.0, 14040.0]","[12849.0, 15192.0, 13105.0, 14143.0, 13208.0, 13462.0, 11816.0, 13695.0, 12944.0, 13401.0]","[13975.0, 13747.0, 13492.0, 13167.0, 14879.0, 14537.0, 14610.0, 14346.0, 12739.0, 13800.0]"
92,"[14348.0, 15186.0, 14963.0, 16073.0, 14722.0, 15014.0, 15105.0, 14789.0, 16721.0, 15007.0]","[13916.0, 14649.0, 12824.0, 12550.0, 13965.0, 10758.0, 12177.0, 15506.0, 12315.0, 12065.0]","[14521.0, 14058.0, 13488.0, 15963.0, 16324.0, 13671.0, 14805.0, 15809.0, 14898.0, 13475.0]","[14732.0, 16279.0, 15703.0, 15515.0, 13776.0, 14958.0, 13648.0, 14176.0, 14233.0, 15023.0]"
93,"[16778.0, 17942.0, 18379.0, 16421.0, 17895.0, 19003.0, 16131.0, 16609.0, 16507.0, 17264.0]","[18675.0, 15342.0, 15078.0, 13810.0, 16670.0, 15605.0, 15141.0, 15879.0, 13862.0, 16932.0]","[17562.0, 16291.0, 13770.0, 15147.0, 14676.0, 15224.0, 14577.0, 18405.0, 14273.0, 19356.0]","[17532.0, 16584.0, 15802.0, 17204.0, 15617.0, 15607.0, 17674.0, 17070.0, 16876.0, 17729.0]"
94,"[17001.0, 15935.0, 16523.0, 18523.0, 16034.0, 16822.0, 16028.0, 16373.0, 17446.0, 17678.0]","[15066.0, 14943.0, 16243.0, 14939.0, 14088.0, 15954.0, 16440.0, 16450.0, 14798.0, 16255.0]","[15353.0, 13531.0, 14924.0, 16112.0, 15616.0, 15878.0, 13836.0, 14521.0, 16892.0, 14632.0]","[16650.0, 16476.0, 14276.0, 16136.0, 15335.0, 15711.0, 15808.0, 16019.0, 15281.0, 16202.0]"
95,"[14533.0, 16869.0, 17543.0, 16092.0, 16376.0, 16373.0, 14705.0, 17394.0, 15707.0, 14586.0]","[13096.0, 14507.0, 13505.0, 13866.0, 13738.0, 14545.0, 13387.0, 14528.0, 0.0, 13757.0]","[14418.0, 14394.0, 14174.0, 16517.0, 15968.0, 14688.0, 14267.0, 15064.0, 15073.0, 13552.0]","[16038.0, 15348.0, 14684.0, 15429.0, 15225.0, 15685.0, 16172.0, 15449.0, 16856.0, 14904.0]"
96,"[16151.0, 16864.0, 15663.0, 15014.0, 16230.0, 18166.0, 16723.0, 13408.0, 15412.0, 15918.0]","[15160.0, 14980.0, 13613.0, 13780.0, 14670.0, 12785.0, 16603.0, 14708.0, 14207.0, 13094.0]","[15744.0, 14893.0, 15101.0, 16792.0, 13641.0, 12993.0, 12915.0, 15533.0, 14405.0, 16068.0]","[15164.0, 15286.0, 15302.0, 16195.0, 15559.0, 14129.0, 15713.0, 15502.0, 15991.0, 15260.0]"
97,"[16584.0, 15732.0, 15603.0, 13786.0, 13181.0, 17125.0, 14789.0, 15455.0, 14895.0, 17086.0]","[12863.0, 15280.0, 15132.0, 13538.0, 11488.0, 12261.0, 13470.0, 15737.0, 14908.0, 13717.0]","[14185.0, 13286.0, 13991.0, 13642.0, 14964.0, 14095.0, 11767.0, 14655.0, 13882.0, 13627.0]","[14344.0, 15462.0, 15737.0, 14374.0, 15587.0, 15783.0, 14676.0, 14385.0, 14197.0, 15021.0]"
98,"[10565.0, 12261.0, 10213.0, 11422.0, 11541.0, 11022.0, 9984.0, 10301.0, 10164.0, 9539.0]","[0.0, 8430.0, 0.0, 8079.0, 11745.0, 0.0, 9912.0, 9771.0, 0.0, 9239.0]","[0.0, 0.0, 0.0, 10054.0, 0.0, 10005.0, 0.0, 9047.0, 9810.0, 9869.0]","[9918.0, 12381.0, 9683.0, 10187.0, 0.0, 6269.0, 10651.0, 11357.0, 9966.0, 8781.0]"
99,"[20310.0, 16638.0, 17605.0, 16144.0, 16651.0, 17552.0, 15562.0, 16580.0, 16137.0, 16961.0]","[15500.0, 11997.0, 14179.0, 10690.0, 14370.0, 12753.0, 13459.0, 15534.0, 12848.0, 14287.0]","[16113.0, 14140.0, 12516.0, 17590.0, 15269.0, 17963.0, 17791.0, 14515.0, 16651.0, 15877.0]","[16195.0, 16481.0, 16114.0, 15972.0, 16174.0, 15667.0, 15252.0, 16772.0, 17590.0, 15521.0]"
