,0,1,2,3
112,"[17164.0, 13829.0, 14091.0, 15540.0, 15968.0, 13710.0, 14497.0, 16064.0, 14352.0, 14355.0]","[12177.0, 13329.0, 13880.0, 10547.0, 13852.0, 14092.0, 12660.0, 14490.0, 10979.0, 11077.0]","[14353.0, 13895.0, 15207.0, 11618.0, 14950.0, 13472.0, 13260.0, 14087.0, 13592.0, 14841.0]","[13715.0, 15547.0, 13671.0, 15178.0, 14376.0, 14218.0, 13405.0, 14140.0, 14584.0, 14541.0]"
113,"[8693.0, 12167.0, 0.0, 8243.0, 8905.0, 11642.0, 9125.0, 11146.0, 11004.0, 7873.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7336.0, 0.0, 9129.0, 0.0]","[12817.0, 0.0, 6662.0, 0.0, 9605.0, 11459.0, 7328.0, 0.0, 0.0, 9624.0]","[0.0, 10027.0, 8745.0, 0.0, 0.0, 0.0, 8206.0, 9694.0, 10218.0, 8028.0]"
114,"[17203.0, 16422.0, 14999.0, 17449.0, 16507.0, 16866.0, 15818.0, 16178.0, 14835.0, 17625.0]","[14824.0, 15652.0, 14717.0, 13111.0, 16138.0, 15956.0, 11561.0, 15731.0, 14171.0, 14793.0]","[15340.0, 15991.0, 15712.0, 13631.0, 14229.0, 14668.0, 14095.0, 15920.0, 12914.0, 15035.0]","[14444.0, 16298.0, 15771.0, 15872.0, 15807.0, 16348.0, 15487.0, 15457.0, 14818.0, 15764.0]"
115,"[14221.0, 13985.0, 15938.0, 14656.0, 14366.0, 14544.0, 14175.0, 14324.0, 15680.0, 15448.0]","[11892.0, 11990.0, 13053.0, 15168.0, 14811.0, 10802.0, 13498.0, 12928.0, 12430.0, 12053.0]","[14604.0, 13386.0, 13351.0, 13884.0, 11417.0, 11428.0, 14008.0, 13906.0, 10351.0, 12132.0]","[13789.0, 15370.0, 13699.0, 14843.0, 13042.0, 13906.0, 13595.0, 13137.0, 14553.0, 13719.0]"
116,"[16315.0, 16235.0, 14726.0, 16297.0, 18385.0, 18519.0, 16747.0, 17764.0, 17891.0, 18105.0]","[16562.0, 15516.0, 14630.0, 15497.0, 15591.0, 13134.0, 15609.0, 14498.0, 13594.0, 14903.0]","[14468.0, 14187.0, 14391.0, 17247.0, 16644.0, 16231.0, 13332.0, 15942.0, 15636.0, 15694.0]","[16804.0, 15838.0, 15747.0, 16058.0, 16799.0, 15749.0, 16843.0, 16365.0, 15961.0, 17186.0]"
12,"[10973.0, 11793.0, 11189.0, 12333.0, 11229.0, 12305.0, 11645.0, 11450.0, 12940.0, 12184.0]","[0.0, 8625.0, 0.0, 0.0, 12137.0, 12037.0, 10273.0, 0.0, 10283.0, 11178.0]","[9856.0, 10582.0, 11934.0, 7414.0, 11598.0, 11590.0, 0.0, 0.0, 11265.0, 11936.0]","[11718.0, 11105.0, 12365.0, 10376.0, 11811.0, 12126.0, 11033.0, 0.0, 13102.0, 0.0]"
120,"[18341.0, 16056.0, 16644.0, 16578.0, 17947.0, 16027.0, 18868.0, 17113.0, 16507.0, 15178.0]","[15735.0, 13811.0, 13106.0, 15416.0, 14615.0, 14994.0, 15118.0, 14822.0, 16678.0, 15203.0]","[16438.0, 14847.0, 18491.0, 16123.0, 16762.0, 15969.0, 16913.0, 15624.0, 16010.0, 13476.0]","[17474.0, 15317.0, 14156.0, 17403.0, 17841.0, 15186.0, 15682.0, 17405.0, 14781.0, 15978.0]"
121,"[13685.0, 13352.0, 14315.0, 15064.0, 13265.0, 14773.0, 14838.0, 14562.0, 13252.0, 14393.0]","[11916.0, 14846.0, 11808.0, 11071.0, 14049.0, 10836.0, 13117.0, 10106.0, 13577.0, 0.0]","[13732.0, 12265.0, 12029.0, 0.0, 13088.0, 13881.0, 13184.0, 12246.0, 14626.0, 10919.0]","[13523.0, 13494.0, 13825.0, 13761.0, 13852.0, 14374.0, 13622.0, 12256.0, 12914.0, 12816.0]"
122,"[14806.0, 14288.0, 15772.0, 13186.0, 15744.0, 13996.0, 14332.0, 13397.0, 14837.0, 13280.0]","[12473.0, 11033.0, 12203.0, 12509.0, 14779.0, 13023.0, 13067.0, 14165.0, 10438.0, 12356.0]","[13601.0, 13316.0, 14481.0, 13009.0, 13647.0, 13166.0, 14130.0, 12790.0, 14176.0, 14594.0]","[13713.0, 12646.0, 13153.0, 13367.0, 14653.0, 14114.0, 13542.0, 13647.0, 14101.0, 13819.0]"
123,"[18640.0, 20018.0, 20769.0, 19490.0, 20146.0, 19547.0, 20049.0, 18421.0, 19733.0, 19253.0]","[17984.0, 17090.0, 16974.0, 15510.0, 19026.0, 19441.0, 16535.0, 17560.0, 18195.0, 17896.0]","[18141.0, 16735.0, 15746.0, 16016.0, 16956.0, 18182.0, 17891.0, 17146.0, 19208.0, 16044.0]","[18589.0, 19006.0, 17142.0, 18165.0, 19586.0, 18720.0, 18855.0, 19465.0, 16698.0, 19283.0]"
126,"[17660.0, 20457.0, 15988.0, 17735.0, 17928.0, 15742.0, 18193.0, 16966.0, 16374.0, 17028.0]","[13675.0, 15165.0, 14973.0, 14163.0, 16258.0, 13123.0, 14894.0, 15449.0, 15852.0, 16372.0]","[14878.0, 14240.0, 14644.0, 14396.0, 16259.0, 15878.0, 17014.0, 14645.0, 14311.0, 16262.0]","[16091.0, 18104.0, 16307.0, 16272.0, 17377.0, 16890.0, 15384.0, 17174.0, 15929.0, 15982.0]"
127,"[20615.0, 18584.0, 17435.0, 19502.0, 19404.0, 18747.0, 20121.0, 19253.0, 16235.0, 18039.0]","[14722.0, 17573.0, 13218.0, 18678.0, 15624.0, 14632.0, 16445.0, 15979.0, 16549.0, 16770.0]","[16819.0, 17099.0, 17183.0, 14234.0, 17775.0, 15057.0, 16177.0, 14339.0, 16215.0, 18066.0]","[16449.0, 17967.0, 17002.0, 18194.0, 17803.0, 16927.0, 17044.0, 18152.0, 17914.0, 17141.0]"
128,"[16030.0, 15464.0, 15151.0, 14255.0, 14622.0, 15088.0, 14711.0, 15302.0, 16108.0, 14872.0]","[13668.0, 15727.0, 13701.0, 14395.0, 13159.0, 13953.0, 11125.0, 13943.0, 12531.0, 14418.0]","[13833.0, 13512.0, 13440.0, 13651.0, 13822.0, 13343.0, 14994.0, 13063.0, 13977.0, 14544.0]","[15566.0, 13867.0, 15190.0, 13415.0, 14404.0, 14857.0, 14872.0, 13486.0, 14249.0, 14311.0]"
129,"[16762.0, 15276.0, 16744.0, 16472.0, 16428.0, 16123.0, 15641.0, 17473.0, 15937.0, 16656.0]","[16853.0, 15384.0, 13347.0, 15295.0, 13755.0, 15666.0, 14936.0, 13935.0, 13677.0, 13302.0]","[15539.0, 14066.0, 16159.0, 14247.0, 15216.0, 15241.0, 14548.0, 14823.0, 16125.0, 13772.0]","[15447.0, 15293.0, 16766.0, 15195.0, 15689.0, 15565.0, 14991.0, 15944.0, 16018.0, 15520.0]"
13,"[13522.0, 12722.0, 14617.0, 11868.0, 12416.0, 12053.0, 12487.0, 13897.0, 12138.0, 11873.0]","[13308.0, 11582.0, 11071.0, 10820.0, 10580.0, 10443.0, 13116.0, 0.0, 13299.0, 11395.0]","[11156.0, 9866.0, 12893.0, 12548.0, 12487.0, 13235.0, 0.0, 9599.0, 13692.0, 0.0]","[12373.0, 12552.0, 12728.0, 12387.0, 11480.0, 12772.0, 9755.0, 11990.0, 9521.0, 11902.0]"
130,"[17566.0, 16250.0, 19482.0, 16276.0, 16626.0, 16017.0, 16919.0, 17391.0, 15979.0, 16946.0]","[12548.0, 14643.0, 13627.0, 12275.0, 15009.0, 15443.0, 14193.0, 12683.0, 13610.0, 13359.0]","[12964.0, 17380.0, 15302.0, 13941.0, 16607.0, 14044.0, 15550.0, 16375.0, 12744.0, 14887.0]","[17171.0, 15240.0, 15550.0, 15754.0, 15470.0, 16532.0, 16673.0, 14986.0, 16660.0, 15842.0]"
131,"[14740.0, 16148.0, 15325.0, 14127.0, 16360.0, 16426.0, 14545.0, 15141.0, 15305.0, 16010.0]","[12289.0, 13612.0, 14669.0, 14460.0, 11319.0, 11916.0, 15507.0, 11973.0, 10082.0, 12695.0]","[13016.0, 14081.0, 12488.0, 13927.0, 14494.0, 14670.0, 14502.0, 15269.0, 13980.0, 13268.0]","[13709.0, 13825.0, 14224.0, 15309.0, 15508.0, 15168.0, 14581.0, 14527.0, 13789.0, 14729.0]"
132,"[7984.0, 0.0, 11022.0, 9478.0, 6995.0, 8751.0, 0.0, 6257.0, 0.0, 8532.0]","[0.0, 0.0, 0.0, 0.0, 9660.0, 8402.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7605.0, 0.0]","[6889.0, 0.0, 0.0, 0.0, 7158.0, 0.0, 0.0, 8573.0, 0.0, 0.0]"
133,"[17359.0, 16616.0, 17072.0, 20012.0, 16479.0, 17736.0, 16288.0, 17743.0, 18422.0, 19481.0]","[15775.0, 14213.0, 13381.0, 15179.0, 12149.0, 20104.0, 15953.0, 15316.0, 13347.0, 15655.0]","[17112.0, 16038.0, 16219.0, 16030.0, 17193.0, 17015.0, 17182.0, 17777.0, 17034.0, 15355.0]","[17055.0, 16258.0, 17229.0, 18622.0, 18344.0, 16663.0, 15483.0, 16131.0, 18812.0, 14623.0]"
134,"[16877.0, 17246.0, 16438.0, 17380.0, 17335.0, 17345.0, 17732.0, 18168.0, 16496.0, 18819.0]","[16428.0, 13623.0, 13476.0, 12624.0, 14047.0, 16560.0, 12816.0, 15412.0, 14637.0, 11612.0]","[17746.0, 14157.0, 15419.0, 14596.0, 15124.0, 15594.0, 13551.0, 16151.0, 14917.0, 15148.0]","[16791.0, 16756.0, 16614.0, 16541.0, 14926.0, 16408.0, 17849.0, 16691.0, 17159.0, 17232.0]"
136,"[10973.0, 11793.0, 11189.0, 12333.0, 11229.0, 12305.0, 11645.0, 11450.0, 12940.0, 12184.0]","[0.0, 8625.0, 0.0, 0.0, 12137.0, 12037.0, 10273.0, 0.0, 10283.0, 11178.0]","[9856.0, 10582.0, 11934.0, 7414.0, 11598.0, 11590.0, 0.0, 0.0, 11265.0, 11936.0]","[11718.0, 11105.0, 12365.0, 10376.0, 11811.0, 12126.0, 11033.0, 0.0, 13102.0, 0.0]"
137,"[17228.0, 16780.0, 15765.0, 16337.0, 15364.0, 19442.0, 15351.0, 17620.0, 17692.0, 18007.0]","[13918.0, 11806.0, 13294.0, 15654.0, 13784.0, 16256.0, 15435.0, 14214.0, 14790.0, 15923.0]","[14548.0, 17498.0, 15010.0, 15360.0, 13625.0, 15112.0, 15542.0, 15702.0, 14895.0, 15762.0]","[15004.0, 15997.0, 16119.0, 17033.0, 18469.0, 15643.0, 17223.0, 15392.0, 14627.0, 15332.0]"
138,"[17939.0, 16648.0, 17701.0, 17301.0, 19677.0, 17188.0, 17288.0, 17041.0, 15574.0, 20552.0]","[15717.0, 15041.0, 14343.0, 14872.0, 14601.0, 13572.0, 17998.0, 16724.0, 16069.0, 14434.0]","[13986.0, 16140.0, 14080.0, 13840.0, 14003.0, 15497.0, 16593.0, 17256.0, 15873.0, 16376.0]","[17233.0, 16832.0, 16855.0, 15137.0, 15547.0, 15932.0, 16046.0, 15176.0, 16649.0, 18598.0]"
14,"[13384.0, 13001.0, 14480.0, 13899.0, 13818.0, 14386.0, 15187.0, 12658.0, 13429.0, 13443.0]","[0.0, 0.0, 11214.0, 10917.0, 11541.0, 13286.0, 14075.0, 0.0, 12479.0, 0.0]","[12229.0, 13168.0, 12873.0, 15386.0, 13049.0, 13247.0, 11698.0, 13417.0, 11017.0, 10608.0]","[13132.0, 13463.0, 12003.0, 12822.0, 12658.0, 15145.0, 11599.0, 13903.0, 11975.0, 13580.0]"
140,"[15010.0, 13245.0, 16104.0, 13764.0, 13387.0, 15558.0, 14047.0, 15172.0, 13796.0, 14455.0]","[11806.0, 13117.0, 12585.0, 12609.0, 11904.0, 14120.0, 12229.0, 10930.0, 10655.0, 12100.0]","[13084.0, 12990.0, 14791.0, 13366.0, 12566.0, 13666.0, 12729.0, 12326.0, 14108.0, 12899.0]","[14359.0, 14144.0, 13125.0, 13948.0, 13809.0, 13384.0, 13535.0, 13427.0, 13529.0, 13695.0]"
15,"[13685.0, 13352.0, 14315.0, 15064.0, 13265.0, 14773.0, 14838.0, 14562.0, 13252.0, 14393.0]","[11916.0, 14846.0, 11808.0, 11071.0, 14049.0, 10836.0, 13117.0, 10106.0, 13577.0, 0.0]","[13732.0, 12265.0, 12029.0, 0.0, 13088.0, 13881.0, 13184.0, 12246.0, 14626.0, 10919.0]","[13523.0, 13494.0, 13825.0, 13761.0, 13852.0, 14374.0, 13622.0, 12256.0, 12914.0, 12816.0]"
16,"[14806.0, 14288.0, 15772.0, 13186.0, 15744.0, 13996.0, 14332.0, 13397.0, 14837.0, 13280.0]","[12473.0, 11033.0, 12203.0, 12509.0, 14779.0, 13023.0, 13067.0, 14165.0, 10438.0, 12356.0]","[13601.0, 13316.0, 14481.0, 13009.0, 13647.0, 13166.0, 14130.0, 12790.0, 14176.0, 14594.0]","[13713.0, 12646.0, 13153.0, 13367.0, 14653.0, 14114.0, 13542.0, 13647.0, 14101.0, 13819.0]"
17,"[16762.0, 15276.0, 16744.0, 16472.0, 16428.0, 16123.0, 15641.0, 17473.0, 15937.0, 16656.0]","[16853.0, 15384.0, 13347.0, 15295.0, 13755.0, 15666.0, 14936.0, 13935.0, 13677.0, 13302.0]","[15539.0, 14066.0, 16159.0, 14247.0, 15216.0, 15241.0, 14548.0, 14823.0, 16125.0, 13772.0]","[15447.0, 15293.0, 16766.0, 15195.0, 15689.0, 15565.0, 14991.0, 15944.0, 16018.0, 15520.0]"
18,"[15010.0, 13245.0, 16104.0, 13764.0, 13387.0, 15558.0, 14047.0, 15172.0, 13796.0, 14455.0]","[11806.0, 13117.0, 12585.0, 12609.0, 11904.0, 14120.0, 12229.0, 10930.0, 10655.0, 12100.0]","[13084.0, 12990.0, 14791.0, 13366.0, 12566.0, 13666.0, 12729.0, 12326.0, 14108.0, 12899.0]","[14359.0, 14144.0, 13125.0, 13948.0, 13809.0, 13384.0, 13535.0, 13427.0, 13529.0, 13695.0]"
19,"[13061.0, 15043.0, 14869.0, 16283.0, 15167.0, 15081.0, 16027.0, 14234.0, 13360.0, 15045.0]","[12676.0, 13289.0, 13805.0, 13798.0, 12259.0, 11525.0, 12607.0, 11292.0, 12400.0, 13751.0]","[13829.0, 12945.0, 14062.0, 12811.0, 12811.0, 13470.0, 13241.0, 14719.0, 13606.0, 13268.0]","[14209.0, 13238.0, 13820.0, 13349.0, 13947.0, 14540.0, 13720.0, 14442.0, 14473.0, 14068.0]"
2,"[19151.0, 18418.0, 16705.0, 17556.0, 16798.0, 19565.0, 17466.0, 16392.0, 16262.0, 16872.0]","[14670.0, 16866.0, 14487.0, 16291.0, 15163.0, 14671.0, 13284.0, 16320.0, 16323.0, 14500.0]","[17607.0, 15344.0, 17033.0, 15888.0, 17134.0, 16570.0, 16723.0, 15002.0, 16538.0, 15169.0]","[18458.0, 15970.0, 17835.0, 17960.0, 16309.0, 16967.0, 18713.0, 17087.0, 15720.0, 17311.0]"
20,"[18640.0, 20018.0, 20769.0, 19490.0, 20146.0, 19547.0, 20049.0, 18421.0, 19733.0, 19253.0]","[17984.0, 17090.0, 16974.0, 15510.0, 19026.0, 19441.0, 16535.0, 17560.0, 18195.0, 17896.0]","[18141.0, 16735.0, 15746.0, 16016.0, 16956.0, 18182.0, 17891.0, 17146.0, 19208.0, 16044.0]","[18589.0, 19006.0, 17142.0, 18165.0, 19586.0, 18720.0, 18855.0, 19465.0, 16698.0, 19283.0]"
21,"[14740.0, 16148.0, 15325.0, 14127.0, 16360.0, 16426.0, 14545.0, 15141.0, 15305.0, 16010.0]","[12289.0, 13612.0, 14669.0, 14460.0, 11319.0, 11916.0, 15507.0, 11973.0, 10082.0, 12695.0]","[13016.0, 14081.0, 12488.0, 13927.0, 14494.0, 14670.0, 14502.0, 15269.0, 13980.0, 13268.0]","[13709.0, 13825.0, 14224.0, 15309.0, 15508.0, 15168.0, 14581.0, 14527.0, 13789.0, 14729.0]"
22,"[15816.0, 17193.0, 16807.0, 16592.0, 16664.0, 17383.0, 20059.0, 17428.0, 18871.0, 19410.0]","[16103.0, 15204.0, 17277.0, 14621.0, 17287.0, 14447.0, 13210.0, 15862.0, 19198.0, 19322.0]","[16424.0, 16678.0, 17423.0, 15673.0, 14227.0, 18221.0, 15236.0, 17232.0, 15792.0, 15488.0]","[16298.0, 16579.0, 17024.0, 17179.0, 15454.0, 18684.0, 16999.0, 16155.0, 16324.0, 17259.0]"
23,"[16877.0, 17246.0, 16438.0, 17380.0, 17335.0, 17345.0, 17732.0, 18168.0, 16496.0, 18819.0]","[16428.0, 13623.0, 13476.0, 12624.0, 14047.0, 16560.0, 12816.0, 15412.0, 14637.0, 11612.0]","[17746.0, 14157.0, 15419.0, 14596.0, 15124.0, 15594.0, 13551.0, 16151.0, 14917.0, 15148.0]","[16791.0, 16756.0, 16614.0, 16541.0, 14926.0, 16408.0, 17849.0, 16691.0, 17159.0, 17232.0]"
24,"[17001.0, 15935.0, 16523.0, 18523.0, 16034.0, 16822.0, 16028.0, 16373.0, 17446.0, 17678.0]","[15066.0, 14943.0, 16243.0, 14939.0, 14088.0, 15954.0, 16440.0, 16450.0, 14798.0, 16255.0]","[15353.0, 13531.0, 14924.0, 16112.0, 15616.0, 15878.0, 13836.0, 14521.0, 16892.0, 14632.0]","[16650.0, 16476.0, 14276.0, 16136.0, 15335.0, 15711.0, 15808.0, 16019.0, 15281.0, 16202.0]"
25,"[17939.0, 16648.0, 17701.0, 17301.0, 19677.0, 17188.0, 17288.0, 17041.0, 15574.0, 20552.0]","[15717.0, 15041.0, 14343.0, 14872.0, 14601.0, 13572.0, 17998.0, 16724.0, 16069.0, 14434.0]","[13986.0, 16140.0, 14080.0, 13840.0, 14003.0, 15497.0, 16593.0, 17256.0, 15873.0, 16376.0]","[17233.0, 16832.0, 16855.0, 15137.0, 15547.0, 15932.0, 16046.0, 15176.0, 16649.0, 18598.0]"
26,"[20615.0, 18584.0, 17435.0, 19502.0, 19404.0, 18747.0, 20121.0, 19253.0, 16235.0, 18039.0]","[14722.0, 17573.0, 13218.0, 18678.0, 15624.0, 14632.0, 16445.0, 15979.0, 16549.0, 16770.0]","[16819.0, 17099.0, 17183.0, 14234.0, 17775.0, 15057.0, 16177.0, 14339.0, 16215.0, 18066.0]","[16449.0, 17967.0, 17002.0, 18194.0, 17803.0, 16927.0, 17044.0, 18152.0, 17914.0, 17141.0]"
27,"[17566.0, 16250.0, 19482.0, 16276.0, 16626.0, 16017.0, 16919.0, 17391.0, 15979.0, 16946.0]","[12548.0, 14643.0, 13627.0, 12275.0, 15009.0, 15443.0, 14193.0, 12683.0, 13610.0, 13359.0]","[12964.0, 17380.0, 15302.0, 13941.0, 16607.0, 14044.0, 15550.0, 16375.0, 12744.0, 14887.0]","[17171.0, 15240.0, 15550.0, 15754.0, 15470.0, 16532.0, 16673.0, 14986.0, 16660.0, 15842.0]"
28,"[20310.0, 16638.0, 17605.0, 16144.0, 16651.0, 17552.0, 15562.0, 16580.0, 16137.0, 16961.0]","[15500.0, 11997.0, 14179.0, 10690.0, 14370.0, 12753.0, 13459.0, 15534.0, 12848.0, 14287.0]","[16113.0, 14140.0, 12516.0, 17590.0, 15269.0, 17963.0, 17791.0, 14515.0, 16651.0, 15877.0]","[16195.0, 16481.0, 16114.0, 15972.0, 16174.0, 15667.0, 15252.0, 16772.0, 17590.0, 15521.0]"
29,"[17556.0, 17791.0, 18293.0, 18093.0, 17858.0, 19501.0, 17606.0, 17993.0, 17977.0, 17421.0]","[17943.0, 14886.0, 19610.0, 16992.0, 13959.0, 16972.0, 14938.0, 16094.0, 16186.0, 14169.0]","[16008.0, 14208.0, 16696.0, 16313.0, 16944.0, 18043.0, 16498.0, 16516.0, 15358.0, 17665.0]","[14951.0, 17420.0, 16860.0, 16510.0, 18751.0, 18188.0, 18239.0, 17047.0, 17375.0, 17074.0]"
3,"[14400.0, 15997.0, 16422.0, 14885.0, 13629.0, 16357.0, 16199.0, 14809.0, 14661.0, 16917.0]","[12087.0, 11428.0, 14382.0, 12841.0, 13835.0, 11490.0, 13408.0, 15020.0, 14512.0, 14658.0]","[14609.0, 11621.0, 12990.0, 14673.0, 14637.0, 13086.0, 14661.0, 13889.0, 13397.0, 16558.0]","[16326.0, 16417.0, 15529.0, 14859.0, 14652.0, 13686.0, 15319.0, 14990.0, 15027.0, 14962.0]"
30,"[17228.0, 16780.0, 15765.0, 16337.0, 15364.0, 19442.0, 15351.0, 17620.0, 17692.0, 18007.0]","[13918.0, 11806.0, 13294.0, 15654.0, 13784.0, 16256.0, 15435.0, 14214.0, 14790.0, 15923.0]","[14548.0, 17498.0, 15010.0, 15360.0, 13625.0, 15112.0, 15542.0, 15702.0, 14895.0, 15762.0]","[15004.0, 15997.0, 16119.0, 17033.0, 18469.0, 15643.0, 17223.0, 15392.0, 14627.0, 15332.0]"
31,"[20952.0, 17691.0, 18063.0, 16949.0, 18284.0, 17934.0, 20078.0, 17980.0, 18022.0, 21674.0]","[17267.0, 14893.0, 12785.0, 20061.0, 14314.0, 14982.0, 17591.0, 14593.0, 17088.0, 14807.0]","[16431.0, 16731.0, 15492.0, 20210.0, 17458.0, 15509.0, 16341.0, 17761.0, 15738.0, 15626.0]","[17261.0, 16575.0, 17785.0, 18778.0, 18062.0, 17867.0, 16281.0, 16609.0, 19613.0, 18919.0]"
33,"[16448.0, 17646.0, 17652.0, 16528.0, 16501.0, 16681.0, 16676.0, 17250.0, 17532.0, 17062.0]","[11315.0, 17345.0, 13034.0, 13540.0, 15566.0, 13624.0, 15330.0, 13255.0, 11887.0, 18524.0]","[16443.0, 15170.0, 14160.0, 16974.0, 15636.0, 14659.0, 14654.0, 15664.0, 14999.0, 16341.0]","[16360.0, 17116.0, 16631.0, 15731.0, 16196.0, 16809.0, 14934.0, 15877.0, 16665.0, 15976.0]"
34,"[19151.0, 18418.0, 16705.0, 17556.0, 16798.0, 19565.0, 17466.0, 16392.0, 16262.0, 16872.0]","[14670.0, 16866.0, 14487.0, 16291.0, 15163.0, 14671.0, 13284.0, 16320.0, 16323.0, 14500.0]","[17607.0, 15344.0, 17033.0, 15888.0, 17134.0, 16570.0, 16723.0, 15002.0, 16538.0, 15169.0]","[18458.0, 15970.0, 17835.0, 17960.0, 16309.0, 16967.0, 18713.0, 17087.0, 15720.0, 17311.0]"
