,0,1,2,3
46,"[12149.0, 11041.0, 11129.0, 12664.0, 8607.0, 11267.0, 11436.0, 11304.0, 12326.0, 12049.0]","[9419.0, 9852.0, 11995.0, 0.0, 0.0, 8358.0, 11533.0, 0.0, 12194.0, 10847.0]","[10560.0, 10660.0, 10481.0, 0.0, 10841.0, 12020.0, 11486.0, 10330.0, 12769.0, 0.0]","[13003.0, 11346.0, 0.0, 12127.0, 10855.0, 12047.0, 10948.0, 11898.0, 11443.0, 10168.0]"
47,"[18425.0, 16771.0, 15860.0, 19492.0, 17939.0, 19882.0, 18776.0, 17563.0, 17445.0, 16124.0]","[15969.0, 16711.0, 14613.0, 17621.0, 15508.0, 14269.0, 19274.0, 17297.0, 17058.0, 17614.0]","[16313.0, 16118.0, 16491.0, 17511.0, 15192.0, 14021.0, 15729.0, 16815.0, 19355.0, 17935.0]","[16350.0, 17373.0, 15634.0, 18528.0, 17209.0, 18116.0, 17402.0, 17224.0, 17209.0, 18789.0]"
48,"[17163.0, 16019.0, 17541.0, 15598.0, 18345.0, 17986.0, 17143.0, 17049.0, 17331.0, 16411.0]","[13810.0, 14298.0, 15112.0, 12792.0, 16188.0, 16060.0, 15133.0, 13108.0, 13028.0, 14597.0]","[17053.0, 16007.0, 15835.0, 16174.0, 15793.0, 13810.0, 16789.0, 17669.0, 17162.0, 14398.0]","[16034.0, 18030.0, 17674.0, 15749.0, 15101.0, 16630.0, 15873.0, 15289.0, 17248.0, 14998.0]"
50,"[15032.0, 16449.0, 16546.0, 16119.0, 17248.0, 15447.0, 16684.0, 16030.0, 14359.0, 17056.0]","[13995.0, 12217.0, 13822.0, 12995.0, 12424.0, 12190.0, 12551.0, 13923.0, 11703.0, 12672.0]","[16286.0, 14041.0, 10656.0, 14932.0, 15585.0, 13436.0, 16075.0, 14844.0, 14646.0, 14754.0]","[14847.0, 16116.0, 15927.0, 15821.0, 15609.0, 17264.0, 15206.0, 15205.0, 16671.0, 14918.0]"
51,"[15055.0, 14660.0, 17755.0, 16433.0, 15853.0, 16502.0, 17718.0, 16304.0, 14408.0, 15245.0]","[14657.0, 11946.0, 14060.0, 12386.0, 14060.0, 13593.0, 13849.0, 12612.0, 15758.0, 15297.0]","[14792.0, 14837.0, 15701.0, 13642.0, 15298.0, 14011.0, 15076.0, 16210.0, 14104.0, 15220.0]","[15314.0, 15890.0, 16518.0, 15725.0, 15194.0, 17137.0, 15128.0, 16911.0, 16048.0, 15939.0]"
52,"[13083.0, 13990.0, 14024.0, 11055.0, 13360.0, 15041.0, 13792.0, 14423.0, 13504.0, 12759.0]","[0.0, 13451.0, 12910.0, 12947.0, 11635.0, 12737.0, 11641.0, 12087.0, 0.0, 11048.0]","[12173.0, 11625.0, 14282.0, 12290.0, 12237.0, 12822.0, 13345.0, 13266.0, 11951.0, 13694.0]","[13627.0, 13777.0, 13029.0, 12465.0, 13539.0, 13037.0, 13924.0, 15009.0, 13045.0, 13064.0]"
53,"[14858.0, 14689.0, 14944.0, 13724.0, 14848.0, 14145.0, 13779.0, 15667.0, 14710.0, 16053.0]","[14675.0, 12507.0, 14396.0, 12483.0, 13484.0, 15441.0, 13782.0, 14248.0, 13650.0, 12605.0]","[13536.0, 13674.0, 13433.0, 13704.0, 14013.0, 12976.0, 14200.0, 13092.0, 14067.0, 14523.0]","[13765.0, 14342.0, 13766.0, 16250.0, 14617.0, 14034.0, 14938.0, 14526.0, 14994.0, 14786.0]"
55,"[14810.0, 15784.0, 15269.0, 16228.0, 15863.0, 14575.0, 14670.0, 15802.0, 15410.0, 14857.0]","[14349.0, 14653.0, 13172.0, 13752.0, 14749.0, 14087.0, 12652.0, 13200.0, 12213.0, 13757.0]","[14238.0, 14380.0, 15768.0, 14165.0, 15484.0, 15181.0, 13987.0, 14009.0, 15009.0, 14315.0]","[15058.0, 16113.0, 15461.0, 14477.0, 15481.0, 15730.0, 14907.0, 13850.0, 14383.0, 15387.0]"
57,"[11630.0, 13574.0, 11783.0, 10653.0, 8957.0, 12605.0, 12485.0, 12864.0, 10274.0, 11953.0]","[8232.0, 7465.0, 0.0, 9600.0, 8619.0, 11392.0, 0.0, 0.0, 0.0, 0.0]","[10117.0, 12802.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6531.0, 8543.0, 10471.0]","[10462.0, 12116.0, 10844.0, 10529.0, 10096.0, 12247.0, 12826.0, 12880.0, 12936.0, 11350.0]"
58,"[19642.0, 17962.0, 17670.0, 19354.0, 20099.0, 19215.0, 18134.0, 19133.0, 18792.0, 18912.0]","[17335.0, 13771.0, 15967.0, 18462.0, 17280.0, 19211.0, 18098.0, 14171.0, 16270.0, 17499.0]","[15993.0, 18033.0, 17406.0, 18336.0, 18627.0, 17347.0, 17220.0, 17894.0, 17893.0, 16285.0]","[18729.0, 18348.0, 17549.0, 17303.0, 18933.0, 18566.0, 20961.0, 20607.0, 17782.0, 17924.0]"
59,"[13067.0, 14754.0, 12455.0, 14182.0, 12875.0, 11877.0, 12839.0, 14871.0, 13517.0, 13755.0]","[12452.0, 10592.0, 9320.0, 10571.0, 10834.0, 12950.0, 12796.0, 10297.0, 10197.0, 8738.0]","[12539.0, 12962.0, 12273.0, 14142.0, 12578.0, 11945.0, 11924.0, 11839.0, 13842.0, 11419.0]","[12683.0, 13906.0, 12460.0, 13652.0, 11966.0, 14161.0, 12984.0, 12277.0, 14665.0, 14287.0]"
6,"[5539.0, 0.0, 9157.0, 10200.0, 10755.0, 9280.0, 10384.0, 0.0, 9321.0, 11494.0]","[0.0, 0.0, 0.0, 10603.0, 0.0, 10088.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 8591.0, 0.0, 0.0, 8846.0, 0.0, 0.0, 0.0]","[0.0, 9385.0, 0.0, 10043.0, 0.0, 10012.0, 0.0, 0.0, 0.0, 0.0]"
60,"[16962.0, 16912.0, 16894.0, 18841.0, 17998.0, 19583.0, 17853.0, 15722.0, 17846.0, 18928.0]","[16663.0, 16199.0, 15992.0, 17858.0, 16173.0, 16363.0, 13492.0, 16076.0, 17906.0, 16682.0]","[13689.0, 16632.0, 14530.0, 16297.0, 14854.0, 15847.0, 17296.0, 15622.0, 15215.0, 16551.0]","[16872.0, 16372.0, 16455.0, 15609.0, 18030.0, 17508.0, 18612.0, 16948.0, 17117.0, 16552.0]"
61,"[6116.0, 8067.0, 7306.0, 7415.0, 0.0, 0.0, 0.0, 7481.0, 8307.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8273.0]","[0.0, 0.0, 0.0, 0.0, 7705.0, 9273.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 7753.0, 0.0, 0.0, 7903.0, 0.0, 0.0, 0.0, 8490.0, 0.0]"
62,"[17425.0, 15815.0, 17674.0, 16183.0, 15711.0, 16233.0, 16138.0, 17499.0, 16159.0, 15212.0]","[13248.0, 12777.0, 17783.0, 14503.0, 13517.0, 13727.0, 14975.0, 13991.0, 12419.0, 14334.0]","[13752.0, 17847.0, 14180.0, 15610.0, 15094.0, 15540.0, 16331.0, 14615.0, 14503.0, 16984.0]","[16480.0, 15632.0, 14948.0, 16595.0, 16562.0, 15753.0, 15740.0, 16392.0, 15941.0, 16181.0]"
63,"[16151.0, 17588.0, 15625.0, 17568.0, 16495.0, 17588.0, 16693.0, 15297.0, 16048.0, 15921.0]","[12621.0, 15923.0, 15976.0, 13871.0, 15430.0, 16361.0, 16011.0, 12587.0, 13136.0, 13906.0]","[17220.0, 14373.0, 15186.0, 18172.0, 14490.0, 14540.0, 15457.0, 16905.0, 14596.0, 14829.0]","[17330.0, 15588.0, 15791.0, 16455.0, 16329.0, 15732.0, 15865.0, 17226.0, 15803.0, 14719.0]"
64,"[15817.0, 14710.0, 17589.0, 18238.0, 14489.0, 14018.0, 15057.0, 17116.0, 15377.0, 17331.0]","[15540.0, 14086.0, 12029.0, 13607.0, 14463.0, 14873.0, 12225.0, 14702.0, 16430.0, 12912.0]","[14460.0, 16631.0, 13982.0, 16374.0, 13481.0, 15690.0, 14345.0, 14750.0, 11506.0, 13998.0]","[16534.0, 17215.0, 15081.0, 17209.0, 15988.0, 14519.0, 15361.0, 14398.0, 15363.0, 15977.0]"
66,"[16051.0, 15501.0, 16408.0, 15247.0, 15568.0, 15626.0, 16347.0, 15229.0, 15830.0, 15113.0]","[13443.0, 15104.0, 13748.0, 13066.0, 13797.0, 15592.0, 15009.0, 14140.0, 13361.0, 16024.0]","[13998.0, 14373.0, 15618.0, 13767.0, 14959.0, 15334.0, 14496.0, 13655.0, 16837.0, 13330.0]","[15990.0, 15108.0, 15155.0, 14912.0, 15941.0, 15944.0, 16066.0, 16118.0, 14728.0, 15326.0]"
67,"[16114.0, 16088.0, 16346.0, 14545.0, 19984.0, 16682.0, 16068.0, 15896.0, 16455.0, 18854.0]","[13594.0, 13772.0, 13225.0, 13469.0, 12500.0, 15451.0, 15037.0, 14705.0, 15962.0, 14775.0]","[14359.0, 13713.0, 14848.0, 14124.0, 15285.0, 16267.0, 15567.0, 13864.0, 16263.0, 13213.0]","[15120.0, 16707.0, 16619.0, 16675.0, 15539.0, 16204.0, 16210.0, 16214.0, 17421.0, 16279.0]"
68,"[15598.0, 18135.0, 16873.0, 16047.0, 16462.0, 15622.0, 14697.0, 14502.0, 16720.0, 15108.0]","[13296.0, 14471.0, 16274.0, 13633.0, 15029.0, 12936.0, 14603.0, 13984.0, 15245.0, 14547.0]","[15656.0, 14843.0, 15525.0, 14324.0, 14675.0, 16113.0, 15190.0, 15811.0, 14535.0, 15874.0]","[16032.0, 17515.0, 16330.0, 15538.0, 14822.0, 14907.0, 16462.0, 16578.0, 14886.0, 15293.0]"
69,"[13050.0, 13529.0, 13867.0, 14630.0, 14350.0, 14952.0, 15675.0, 13622.0, 14031.0, 14206.0]","[14734.0, 12660.0, 13812.0, 13603.0, 10683.0, 11833.0, 12605.0, 14678.0, 13660.0, 13423.0]","[11891.0, 13555.0, 15277.0, 13660.0, 12903.0, 12210.0, 13078.0, 13301.0, 14889.0, 11071.0]","[13884.0, 13345.0, 14323.0, 15287.0, 14587.0, 13524.0, 14545.0, 13316.0, 13537.0, 14199.0]"
7,"[11760.0, 12309.0, 13807.0, 10254.0, 11631.0, 10150.0, 10076.0, 12052.0, 12135.0, 10702.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 9834.0, 0.0, 9277.0, 0.0, 0.0]","[0.0, 0.0, 11424.0, 0.0, 13703.0, 0.0, 11345.0, 10488.0, 9752.0, 11219.0]","[0.0, 10697.0, 11399.0, 11439.0, 10965.0, 0.0, 0.0, 11006.0, 9378.0, 10918.0]"
70,"[15975.0, 17498.0, 18817.0, 17736.0, 17045.0, 16816.0, 16094.0, 16072.0, 15937.0, 16423.0]","[16184.0, 13570.0, 16981.0, 15478.0, 15955.0, 15468.0, 18319.0, 14278.0, 17014.0, 14724.0]","[15331.0, 15112.0, 16438.0, 13985.0, 15830.0, 14997.0, 15269.0, 15873.0, 14966.0, 15876.0]","[17273.0, 16351.0, 15780.0, 16860.0, 16061.0, 16938.0, 16713.0, 18468.0, 16067.0, 17018.0]"
71,"[8615.0, 0.0, 9603.0, 10261.0, 8743.0, 7871.0, 0.0, 10440.0, 0.0, 10633.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 7738.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 8712.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10209.0]","[9189.0, 0.0, 8096.0, 0.0, 8139.0, 0.0, 0.0, 10872.0, 7116.0, 7888.0]"
72,"[19034.0, 18028.0, 16350.0, 18532.0, 16491.0, 17165.0, 17132.0, 18225.0, 17710.0, 17149.0]","[13750.0, 15026.0, 15595.0, 17095.0, 15656.0, 16002.0, 17683.0, 14223.0, 14531.0, 11746.0]","[14894.0, 15463.0, 17462.0, 15804.0, 18011.0, 15896.0, 15841.0, 18403.0, 16034.0, 15159.0]","[17784.0, 15732.0, 17586.0, 18607.0, 17919.0, 17755.0, 17398.0, 16973.0, 16923.0, 16182.0]"
73,"[18713.0, 17719.0, 17585.0, 18395.0, 20199.0, 18570.0, 17465.0, 19974.0, 19070.0, 21405.0]","[18677.0, 18152.0, 15119.0, 18741.0, 15499.0, 18649.0, 17421.0, 19147.0, 15057.0, 15204.0]","[18681.0, 16131.0, 16534.0, 16381.0, 16017.0, 18791.0, 17539.0, 17505.0, 22671.0, 17050.0]","[16716.0, 17848.0, 17109.0, 20049.0, 18763.0, 18908.0, 17858.0, 18940.0, 18345.0, 18273.0]"
74,"[18461.0, 16436.0, 18190.0, 19943.0, 19550.0, 16098.0, 14113.0, 17357.0, 14206.0, 17969.0]","[15956.0, 16206.0, 17040.0, 14729.0, 15258.0, 17287.0, 14805.0, 12165.0, 13429.0, 12305.0]","[18377.0, 14355.0, 16977.0, 15261.0, 16150.0, 16034.0, 15107.0, 14962.0, 15902.0, 13430.0]","[17116.0, 15714.0, 17135.0, 16587.0, 16707.0, 15953.0, 17002.0, 16432.0, 16448.0, 16536.0]"
75,"[10101.0, 10369.0, 10603.0, 10447.0, 9779.0, 8804.0, 11930.0, 10571.0, 10191.0, 9464.0]","[0.0, 0.0, 0.0, 10422.0, 11547.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[9193.0, 0.0, 10690.0, 0.0, 10376.0, 0.0, 10481.0, 0.0, 0.0, 0.0]","[9719.0, 9745.0, 13113.0, 10532.0, 8643.0, 11110.0, 0.0, 10490.0, 10221.0, 11259.0]"
76,"[15647.0, 16603.0, 14911.0, 15232.0, 16837.0, 15869.0, 14380.0, 14541.0, 14769.0, 14775.0]","[12539.0, 13678.0, 12287.0, 13973.0, 13678.0, 14824.0, 13732.0, 15029.0, 14393.0, 13942.0]","[14653.0, 14313.0, 13454.0, 15056.0, 13840.0, 15199.0, 13116.0, 15798.0, 11887.0, 14435.0]","[14209.0, 14781.0, 15006.0, 15221.0, 15164.0, 15465.0, 15008.0, 14726.0, 15527.0, 14314.0]"
77,"[17635.0, 16265.0, 15708.0, 18073.0, 15328.0, 16181.0, 17879.0, 18298.0, 16155.0, 18431.0]","[14616.0, 15513.0, 14794.0, 14701.0, 15757.0, 13711.0, 16875.0, 16952.0, 16610.0, 16058.0]","[13123.0, 13462.0, 13189.0, 13689.0, 15609.0, 15135.0, 15097.0, 16205.0, 17180.0, 16799.0]","[15202.0, 16331.0, 17311.0, 16266.0, 15992.0, 16857.0, 16120.0, 17180.0, 16988.0, 17205.0]"
78,"[19282.0, 16591.0, 19011.0, 18129.0, 17188.0, 14691.0, 17319.0, 16742.0, 17785.0, 18995.0]","[16987.0, 17099.0, 14645.0, 14873.0, 15291.0, 13105.0, 13492.0, 17048.0, 15983.0, 16248.0]","[18288.0, 15120.0, 15204.0, 15537.0, 17129.0, 15031.0, 15508.0, 16952.0, 18109.0, 18414.0]","[17719.0, 18106.0, 16211.0, 15797.0, 17280.0, 15010.0, 18457.0, 17843.0, 17915.0, 16513.0]"
79,"[0.0, 11272.0, 11213.0, 10980.0, 13155.0, 12730.0, 10992.0, 11074.0, 0.0, 9651.0]","[0.0, 0.0, 0.0, 8479.0, 8917.0, 0.0, 0.0, 0.0, 0.0, 11636.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 11802.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 11284.0, 12321.0, 13504.0, 0.0, 10680.0, 11882.0, 11939.0, 0.0, 11275.0]"
8,"[9149.0, 10527.0, 11021.0, 11230.0, 11107.0, 9085.0, 12491.0, 12284.0, 10552.0, 11170.0]","[10119.0, 8828.0, 0.0, 10820.0, 0.0, 0.0, 0.0, 11460.0, 0.0, 7751.0]","[10073.0, 11405.0, 0.0, 0.0, 0.0, 0.0, 10332.0, 13886.0, 12094.0, 0.0]","[11035.0, 10067.0, 9993.0, 10158.0, 0.0, 11277.0, 0.0, 12040.0, 12409.0, 11490.0]"
80,"[12960.0, 12618.0, 13668.0, 13360.0, 14209.0, 13434.0, 13885.0, 12342.0, 13564.0, 12269.0]","[10479.0, 0.0, 0.0, 13199.0, 10932.0, 11459.0, 12975.0, 11736.0, 12002.0, 10775.0]","[12307.0, 13892.0, 11838.0, 11885.0, 13886.0, 13292.0, 11881.0, 11329.0, 12178.0, 12255.0]","[12083.0, 12284.0, 13361.0, 12777.0, 13212.0, 12813.0, 12998.0, 13030.0, 11754.0, 11729.0]"
81,"[16050.0, 14627.0, 15401.0, 15103.0, 15225.0, 16010.0, 14561.0, 16067.0, 15083.0, 14257.0]","[13720.0, 13774.0, 13462.0, 13499.0, 12743.0, 13231.0, 14236.0, 12908.0, 14682.0, 11975.0]","[16593.0, 14419.0, 15377.0, 13127.0, 12227.0, 13665.0, 13230.0, 14491.0, 16686.0, 13123.0]","[15215.0, 15247.0, 14308.0, 14240.0, 14129.0, 15427.0, 13796.0, 15984.0, 15801.0, 15159.0]"
82,"[14415.0, 12790.0, 13378.0, 13922.0, 13570.0, 14286.0, 15534.0, 11892.0, 13099.0, 15121.0]","[12144.0, 10075.0, 13375.0, 12976.0, 10985.0, 9997.0, 13727.0, 14510.0, 11773.0, 12993.0]","[12899.0, 12420.0, 14427.0, 13670.0, 13564.0, 10045.0, 12802.0, 11784.0, 13665.0, 13358.0]","[13519.0, 12929.0, 14357.0, 12223.0, 13638.0, 13805.0, 14721.0, 13000.0, 13947.0, 14059.0]"
83,"[9339.0, 0.0, 8417.0, 8179.0, 0.0, 9443.0, 6747.0, 10547.0, 0.0, 10732.0]","[0.0, 0.0, 9145.0, 0.0, 7073.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 7051.0, 0.0, 0.0, 0.0, 9892.0, 10773.0, 0.0, 8562.0]","[0.0, 8078.0, 10736.0, 9063.0, 8604.0, 0.0, 0.0, 9419.0, 0.0, 0.0]"
84,"[16995.0, 17387.0, 15491.0, 16632.0, 16560.0, 16441.0, 15846.0, 15771.0, 17575.0, 16448.0]","[13693.0, 15160.0, 15640.0, 14033.0, 17951.0, 15841.0, 12489.0, 15113.0, 13631.0, 16213.0]","[14312.0, 17674.0, 15759.0, 15175.0, 15479.0, 16591.0, 14595.0, 16312.0, 16624.0, 15741.0]","[15443.0, 16129.0, 15717.0, 18608.0, 14678.0, 16538.0, 15405.0, 15640.0, 16755.0, 16977.0]"
85,"[16882.0, 16489.0, 17288.0, 15177.0, 16038.0, 18566.0, 17831.0, 17966.0, 17374.0, 18412.0]","[14111.0, 13481.0, 13433.0, 16133.0, 16498.0, 13038.0, 15545.0, 14101.0, 12493.0, 14940.0]","[16916.0, 15705.0, 16220.0, 15368.0, 15874.0, 14724.0, 15547.0, 16205.0, 16955.0, 15154.0]","[17035.0, 16081.0, 15097.0, 17828.0, 16763.0, 16273.0, 15649.0, 17703.0, 16929.0, 16977.0]"
86,"[15437.0, 15331.0, 15743.0, 17205.0, 15504.0, 16291.0, 17636.0, 14098.0, 16942.0, 18130.0]","[12740.0, 15287.0, 14527.0, 15181.0, 14155.0, 14839.0, 13911.0, 15300.0, 13865.0, 13117.0]","[14795.0, 14173.0, 16018.0, 17667.0, 15765.0, 15506.0, 17517.0, 14208.0, 15222.0, 17000.0]","[15822.0, 15825.0, 14436.0, 17362.0, 15687.0, 15696.0, 16808.0, 16554.0, 16633.0, 15483.0]"
87,"[11045.0, 11095.0, 10311.0, 13044.0, 11976.0, 10566.0, 11096.0, 10353.0, 13164.0, 6995.0]","[7835.0, 8677.0, 10565.0, 0.0, 0.0, 0.0, 0.0, 11631.0, 0.0, 12052.0]","[8510.0, 10052.0, 10068.0, 0.0, 9536.0, 11964.0, 11899.0, 0.0, 0.0, 9815.0]","[0.0, 10844.0, 8245.0, 11806.0, 10411.0, 10511.0, 8900.0, 10629.0, 11154.0, 12601.0]"
88,"[15767.0, 15007.0, 18123.0, 15929.0, 16407.0, 18124.0, 16940.0, 16850.0, 16930.0, 17525.0]","[13942.0, 11241.0, 15531.0, 13938.0, 14436.0, 11905.0, 13686.0, 15121.0, 12635.0, 13946.0]","[14531.0, 14391.0, 15715.0, 14379.0, 13875.0, 16807.0, 14297.0, 14254.0, 15168.0, 15071.0]","[15367.0, 15945.0, 15852.0, 14907.0, 15993.0, 16502.0, 15852.0, 15306.0, 16060.0, 17865.0]"
89,"[17889.0, 21879.0, 19566.0, 20384.0, 18872.0, 22702.0, 17749.0, 18156.0, 19678.0, 20069.0]","[20162.0, 17452.0, 19878.0, 18617.0, 18037.0, 15559.0, 14859.0, 13956.0, 17268.0, 18983.0]","[19170.0, 18374.0, 17266.0, 19754.0, 17165.0, 16942.0, 20519.0, 16567.0, 19396.0, 21162.0]","[20373.0, 18450.0, 19898.0, 17471.0, 20062.0, 20794.0, 19220.0, 18792.0, 17622.0, 19891.0]"
9,"[12149.0, 11041.0, 11129.0, 12664.0, 8607.0, 11267.0, 11436.0, 11304.0, 12326.0, 12049.0]","[9419.0, 9852.0, 11995.0, 0.0, 0.0, 8358.0, 11533.0, 0.0, 12194.0, 10847.0]","[10560.0, 10660.0, 10481.0, 0.0, 10841.0, 12020.0, 11486.0, 10330.0, 12769.0, 0.0]","[13003.0, 11346.0, 0.0, 12127.0, 10855.0, 12047.0, 10948.0, 11898.0, 11443.0, 10168.0]"
90,"[11274.0, 8022.0, 11952.0, 0.0, 10735.0, 10732.0, 11396.0, 9109.0, 11122.0, 10318.0]","[9813.0, 0.0, 0.0, 9311.0, 0.0, 0.0, 0.0, 0.0, 9295.0, 0.0]","[0.0, 9128.0, 9512.0, 9790.0, 9643.0, 7787.0, 0.0, 10476.0, 11908.0, 0.0]","[11134.0, 11180.0, 10515.0, 0.0, 10473.0, 9394.0, 11456.0, 0.0, 10410.0, 9713.0]"
91,"[17426.0, 16409.0, 16877.0, 16024.0, 16109.0, 17137.0, 15672.0, 13955.0, 17835.0, 16323.0]","[14186.0, 9962.0, 14943.0, 15468.0, 15932.0, 15182.0, 13831.0, 15098.0, 12904.0, 14208.0]","[13257.0, 15056.0, 14145.0, 14379.0, 15762.0, 15058.0, 15482.0, 15705.0, 17060.0, 14030.0]","[16305.0, 15995.0, 17551.0, 16859.0, 16878.0, 15349.0, 14612.0, 15555.0, 15706.0, 16573.0]"
92,"[16829.0, 17446.0, 18562.0, 17596.0, 16051.0, 18631.0, 16052.0, 17735.0, 15547.0, 18708.0]","[14935.0, 13924.0, 14114.0, 15455.0, 14885.0, 16273.0, 13766.0, 14910.0, 15621.0, 14949.0]","[14697.0, 16329.0, 15749.0, 16301.0, 15118.0, 17172.0, 18887.0, 17640.0, 16158.0, 17411.0]","[17116.0, 17316.0, 16640.0, 17233.0, 16091.0, 16942.0, 15939.0, 15827.0, 16244.0, 17337.0]"
94,"[14184.0, 13183.0, 14765.0, 14590.0, 14228.0, 14341.0, 14505.0, 13705.0, 15097.0, 13981.0]","[13445.0, 11882.0, 13112.0, 13096.0, 12811.0, 13246.0, 10977.0, 13175.0, 12522.0, 12961.0]","[12866.0, 15804.0, 15202.0, 13231.0, 11742.0, 15235.0, 12841.0, 12140.0, 13745.0, 12792.0]","[13668.0, 14672.0, 14226.0, 13863.0, 13865.0, 13757.0, 14394.0, 12709.0, 13457.0, 14443.0]"
96,"[7795.0, 8526.0, 9598.0, 0.0, 7444.0, 7507.0, 8972.0, 0.0, 0.0, 6454.0]","[0.0, 0.0, 8323.0, 0.0, 0.0, 0.0, 5837.0, 7177.0, 7950.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8603.0, 0.0]","[8815.0, 0.0, 0.0, 6643.0, 8570.0, 0.0, 0.0, 8548.0, 0.0, 0.0]"
97,"[16529.0, 16377.0, 15367.0, 16598.0, 16188.0, 17089.0, 16531.0, 16123.0, 15946.0, 16850.0]","[16642.0, 13971.0, 15232.0, 15247.0, 15403.0, 13299.0, 14611.0, 13752.0, 15849.0, 13991.0]","[13887.0, 15331.0, 15341.0, 14557.0, 14780.0, 15575.0, 15489.0, 15067.0, 14739.0, 14269.0]","[16168.0, 15915.0, 15787.0, 15547.0, 15833.0, 14814.0, 15423.0, 16122.0, 16401.0, 15848.0]"
98,"[15398.0, 16003.0, 18037.0, 17160.0, 15468.0, 18678.0, 16251.0, 15616.0, 16372.0, 16022.0]","[13177.0, 13555.0, 12329.0, 13786.0, 15526.0, 15280.0, 16269.0, 14565.0, 14378.0, 11557.0]","[15481.0, 15026.0, 15393.0, 15066.0, 13710.0, 15379.0, 13169.0, 14479.0, 15780.0, 14764.0]","[14793.0, 17212.0, 16791.0, 17048.0, 16229.0, 16425.0, 15428.0, 15103.0, 15491.0, 14590.0]"
99,"[17762.0, 18032.0, 20414.0, 18101.0, 18963.0, 16969.0, 19442.0, 19594.0, 19729.0, 15548.0]","[13761.0, 16461.0, 18873.0, 15313.0, 15759.0, 15531.0, 15761.0, 17685.0, 20059.0, 13581.0]","[15517.0, 16696.0, 18944.0, 16472.0, 14981.0, 15712.0, 17103.0, 17440.0, 19245.0, 15671.0]","[18340.0, 16637.0, 18249.0, 17795.0, 17419.0, 16644.0, 17554.0, 17047.0, 15986.0, 19004.0]"
