,0,1,2,3
20,"[19096.0, 18055.0, 18358.0, 19541.0, 16073.0, 15187.0, 18793.0, 19859.0, 16223.0, 19048.0]","[16167.0, 15369.0, 17503.0, 14119.0, 15820.0, 16715.0, 16095.0, 15051.0, 12983.0, 17117.0]","[17544.0, 15905.0, 18400.0, 14883.0, 15933.0, 14595.0, 15151.0, 15128.0, 16531.0, 16248.0]","[17655.0, 15115.0, 16888.0, 17058.0, 18807.0, 16169.0, 16873.0, 17159.0, 17303.0, 16444.0]"
21,"[17894.0, 17118.0, 17892.0, 16943.0, 15688.0, 19112.0, 15361.0, 16157.0, 18494.0, 19314.0]","[14727.0, 14189.0, 15894.0, 15209.0, 16859.0, 14688.0, 13412.0, 14437.0, 16510.0, 15332.0]","[16739.0, 18581.0, 15017.0, 15595.0, 15242.0, 16288.0, 16914.0, 14595.0, 15870.0, 14185.0]","[17565.0, 16294.0, 17009.0, 16825.0, 15355.0, 17378.0, 14778.0, 17348.0, 15919.0, 16439.0]"
22,"[14526.0, 16020.0, 15484.0, 16175.0, 16399.0, 16904.0, 14930.0, 12962.0, 16413.0, 14454.0]","[13438.0, 15981.0, 13348.0, 13751.0, 11753.0, 13384.0, 10194.0, 12944.0, 12467.0, 13059.0]","[14536.0, 14995.0, 12967.0, 12739.0, 13707.0, 14657.0, 13367.0, 13536.0, 15833.0, 13608.0]","[15701.0, 15023.0, 14962.0, 14502.0, 14125.0, 15184.0, 14050.0, 15185.0, 15062.0, 13653.0]"
23,"[19975.0, 16769.0, 15569.0, 17038.0, 17405.0, 15261.0, 16524.0, 16995.0, 14530.0, 17029.0]","[11385.0, 13150.0, 15227.0, 14299.0, 16457.0, 12591.0, 14228.0, 15540.0, 11949.0, 14565.0]","[13698.0, 12639.0, 13324.0, 16766.0, 16373.0, 14585.0, 15736.0, 14120.0, 14605.0, 13836.0]","[15995.0, 15863.0, 15542.0, 14205.0, 16687.0, 14915.0, 16754.0, 15166.0, 16501.0, 15323.0]"
24,"[18905.0, 15183.0, 17796.0, 17439.0, 18533.0, 16424.0, 17492.0, 17493.0, 17552.0, 15403.0]","[13180.0, 17048.0, 15327.0, 17229.0, 17140.0, 14072.0, 12857.0, 13562.0, 13746.0, 12849.0]","[17426.0, 14698.0, 16005.0, 16012.0, 15981.0, 17686.0, 16449.0, 13773.0, 17189.0, 18193.0]","[16202.0, 17696.0, 15906.0, 17098.0, 16475.0, 16086.0, 16335.0, 16374.0, 16819.0, 15599.0]"
25,"[18903.0, 16877.0, 17174.0, 17769.0, 17985.0, 17145.0, 21859.0, 19311.0, 18295.0, 17615.0]","[15657.0, 14939.0, 16253.0, 16116.0, 15653.0, 14732.0, 16661.0, 14825.0, 14447.0, 18071.0]","[16140.0, 20975.0, 15525.0, 15833.0, 16789.0, 16145.0, 17413.0, 17395.0, 21311.0, 16729.0]","[17455.0, 17268.0, 18378.0, 16818.0, 15383.0, 18451.0, 17681.0, 16678.0, 17177.0, 18166.0]"
26,"[16880.0, 17028.0, 18329.0, 16367.0, 19872.0, 16526.0, 17277.0, 17968.0, 18092.0, 15978.0]","[16588.0, 14475.0, 16588.0, 17232.0, 15557.0, 17703.0, 15100.0, 16830.0, 17026.0, 15358.0]","[16018.0, 18266.0, 16038.0, 17127.0, 17183.0, 16678.0, 15170.0, 17221.0, 14727.0, 15772.0]","[16738.0, 16803.0, 15658.0, 16676.0, 17359.0, 17025.0, 16728.0, 16917.0, 16891.0, 16001.0]"
27,"[18103.0, 20656.0, 19063.0, 21606.0, 20316.0, 19439.0, 15879.0, 18645.0, 18312.0, 19247.0]","[14805.0, 15327.0, 16937.0, 17064.0, 13730.0, 19478.0, 16176.0, 12242.0, 15767.0, 16925.0]","[17116.0, 16783.0, 15811.0, 16523.0, 17666.0, 16919.0, 16000.0, 16609.0, 19435.0, 16597.0]","[17192.0, 19068.0, 17596.0, 16927.0, 18018.0, 18791.0, 19808.0, 19679.0, 16795.0, 18949.0]"
28,"[19217.0, 19324.0, 21202.0, 19547.0, 20054.0, 20784.0, 19977.0, 20317.0, 19461.0, 19321.0]","[14282.0, 15735.0, 13371.0, 16021.0, 16554.0, 18107.0, 17132.0, 17215.0, 17110.0, 20522.0]","[15305.0, 17122.0, 17740.0, 17744.0, 17289.0, 17539.0, 17078.0, 15768.0, 17327.0, 17195.0]","[19313.0, 18193.0, 18112.0, 18616.0, 20276.0, 18198.0, 17985.0, 18301.0, 18351.0, 19019.0]"
29,"[18101.0, 15723.0, 18021.0, 16774.0, 15430.0, 19199.0, 15718.0, 18063.0, 19167.0, 20607.0]","[12990.0, 15191.0, 14388.0, 12824.0, 13379.0, 16340.0, 16220.0, 15021.0, 16076.0, 15524.0]","[13627.0, 15236.0, 15736.0, 16245.0, 15524.0, 16171.0, 13714.0, 14616.0, 14979.0, 16357.0]","[16170.0, 16748.0, 16002.0, 17121.0, 16784.0, 16552.0, 15965.0, 17483.0, 17771.0, 16944.0]"
30,"[16912.0, 16397.0, 16391.0, 15648.0, 18019.0, 15398.0, 15686.0, 14633.0, 16685.0, 15401.0]","[14169.0, 14014.0, 14794.0, 15810.0, 13930.0, 11725.0, 13832.0, 13980.0, 13556.0, 13510.0]","[14409.0, 13388.0, 15134.0, 15717.0, 16376.0, 15034.0, 14447.0, 14804.0, 14412.0, 14525.0]","[14923.0, 15191.0, 15168.0, 15203.0, 16169.0, 15391.0, 15614.0, 16582.0, 15622.0, 15627.0]"
32,"[15158.0, 15072.0, 16618.0, 15277.0, 17308.0, 14206.0, 14347.0, 15327.0, 15373.0, 14649.0]","[12999.0, 14992.0, 13978.0, 15929.0, 15544.0, 15898.0, 12961.0, 15137.0, 11649.0, 13652.0]","[16030.0, 15119.0, 15091.0, 14748.0, 12968.0, 15161.0, 14879.0, 16064.0, 15270.0, 15527.0]","[16149.0, 16801.0, 13703.0, 15230.0, 14886.0, 14423.0, 15204.0, 16133.0, 14550.0, 15952.0]"
39,"[14804.0, 15723.0, 16253.0, 18213.0, 16667.0, 16260.0, 16277.0, 17729.0, 17543.0, 18343.0]","[16206.0, 14663.0, 15345.0, 17584.0, 14817.0, 13820.0, 14719.0, 15152.0, 12407.0, 15347.0]","[15272.0, 17257.0, 15902.0, 14974.0, 14565.0, 15442.0, 15487.0, 15718.0, 14685.0, 16632.0]","[16681.0, 16417.0, 16562.0, 15468.0, 16483.0, 17032.0, 16501.0, 17668.0, 17844.0, 16862.0]"
42,"[14179.0, 16099.0, 16291.0, 15054.0, 15561.0, 16868.0, 15550.0, 15425.0, 15206.0, 15564.0]","[15438.0, 15203.0, 13467.0, 13208.0, 13737.0, 14232.0, 13706.0, 13555.0, 13851.0, 12027.0]","[14682.0, 15098.0, 15894.0, 12369.0, 13736.0, 14305.0, 14268.0, 14716.0, 13862.0, 13857.0]","[14821.0, 14777.0, 15823.0, 15944.0, 16201.0, 14671.0, 15008.0, 16030.0, 15764.0, 14689.0]"
46,"[14688.0, 15200.0, 17495.0, 16250.0, 16489.0, 15637.0, 16975.0, 17055.0, 15219.0, 16918.0]","[15005.0, 12012.0, 14450.0, 13339.0, 13176.0, 15219.0, 14845.0, 14366.0, 15059.0, 15651.0]","[16031.0, 14765.0, 14950.0, 13879.0, 14523.0, 14927.0, 14360.0, 15515.0, 15036.0, 14577.0]","[16155.0, 15008.0, 15386.0, 14720.0, 16617.0, 16343.0, 15925.0, 16521.0, 15186.0, 16900.0]"
47,"[8604.0, 7930.0, 7701.0, 5211.0, 7539.0, 8282.0, 7966.0, 0.0, 8011.0, 7294.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8638.0, 0.0, 0.0, 0.0]","[8496.0, 0.0, 8171.0, 7209.0, 0.0, 0.0, 0.0, 7992.0, 0.0, 0.0]","[7179.0, 8065.0, 5519.0, 0.0, 7068.0, 8642.0, 0.0, 8801.0, 0.0, 7989.0]"
48,"[11149.0, 9699.0, 11254.0, 11166.0, 11050.0, 10213.0, 14094.0, 13382.0, 11912.0, 13257.0]","[0.0, 10449.0, 0.0, 11503.0, 12462.0, 11764.0, 9791.0, 9457.0, 10855.0, 10256.0]","[10741.0, 10585.0, 10955.0, 10231.0, 11692.0, 0.0, 10812.0, 10619.0, 0.0, 11164.0]","[10004.0, 11958.0, 12308.0, 12715.0, 10270.0, 12120.0, 11166.0, 12231.0, 11716.0, 11762.0]"
50,"[15491.0, 14392.0, 15471.0, 16329.0, 16267.0, 15678.0, 14607.0, 13870.0, 13734.0, 14094.0]","[13578.0, 14029.0, 16410.0, 14149.0, 0.0, 12834.0, 12728.0, 8671.0, 13330.0, 14573.0]","[13955.0, 13465.0, 12435.0, 15114.0, 15342.0, 12731.0, 14849.0, 13087.0, 13090.0, 14728.0]","[15395.0, 14195.0, 13569.0, 14795.0, 14806.0, 15556.0, 15211.0, 14905.0, 14759.0, 15311.0]"
53,"[15838.0, 16183.0, 15008.0, 17560.0, 16430.0, 18712.0, 15272.0, 16955.0, 17161.0, 16316.0]","[17346.0, 14414.0, 14747.0, 14929.0, 15132.0, 14813.0, 14834.0, 13524.0, 11649.0, 13741.0]","[14707.0, 13740.0, 13639.0, 13858.0, 13324.0, 14417.0, 16185.0, 14057.0, 15026.0, 12441.0]","[16428.0, 16395.0, 16223.0, 14912.0, 18028.0, 15416.0, 17228.0, 17335.0, 16443.0, 16701.0]"
54,"[16811.0, 15861.0, 18086.0, 15744.0, 14530.0, 14133.0, 17210.0, 15704.0, 16792.0, 17805.0]","[14313.0, 18756.0, 14281.0, 14660.0, 13667.0, 14287.0, 14986.0, 15597.0, 13922.0, 15723.0]","[16389.0, 14702.0, 17013.0, 16482.0, 15741.0, 17081.0, 14487.0, 15796.0, 15201.0, 14922.0]","[16532.0, 16400.0, 17803.0, 15502.0, 14934.0, 15666.0, 16828.0, 16085.0, 16186.0, 15815.0]"
56,"[10726.0, 9803.0, 0.0, 8222.0, 11116.0, 8164.0, 9169.0, 10006.0, 11283.0, 9491.0]","[0.0, 0.0, 8884.0, 9285.0, 0.0, 8921.0, 0.0, 0.0, 6524.0, 0.0]","[0.0, 10096.0, 0.0, 7887.0, 9760.0, 0.0, 8166.0, 0.0, 0.0, 7755.0]","[9886.0, 10087.0, 9515.0, 9023.0, 8158.0, 8704.0, 8970.0, 0.0, 10369.0, 10513.0]"
57,"[18047.0, 18479.0, 18095.0, 17791.0, 18964.0, 16640.0, 17446.0, 18104.0, 17483.0, 17712.0]","[13445.0, 16432.0, 16927.0, 14294.0, 15978.0, 15521.0, 16169.0, 14922.0, 14951.0, 15512.0]","[19313.0, 17680.0, 16964.0, 16010.0, 17567.0, 16341.0, 14621.0, 16781.0, 17572.0, 17056.0]","[17888.0, 17870.0, 16259.0, 17740.0, 16985.0, 17252.0, 16683.0, 17605.0, 16594.0, 16969.0]"
58,"[17916.0, 19578.0, 17419.0, 17327.0, 15908.0, 15923.0, 15604.0, 17276.0, 19482.0, 17431.0]","[14568.0, 15903.0, 13610.0, 17868.0, 16628.0, 14374.0, 14242.0, 15436.0, 16379.0, 15724.0]","[15128.0, 16149.0, 15200.0, 16482.0, 15402.0, 17961.0, 15405.0, 15355.0, 16301.0, 15719.0]","[17873.0, 16657.0, 17329.0, 17375.0, 16657.0, 17787.0, 16793.0, 18711.0, 16487.0, 17909.0]"
61,"[11017.0, 12968.0, 11467.0, 11543.0, 11526.0, 14262.0, 10671.0, 12129.0, 11192.0, 11112.0]","[10656.0, 10449.0, 10706.0, 10410.0, 9213.0, 8550.0, 9112.0, 10753.0, 10705.0, 10562.0]","[11101.0, 12743.0, 10228.0, 10972.0, 12757.0, 13055.0, 11208.0, 10004.0, 10264.0, 10640.0]","[11928.0, 11805.0, 11747.0, 12505.0, 11598.0, 11303.0, 11592.0, 11398.0, 12247.0, 11316.0]"
62,"[16074.0, 15689.0, 14226.0, 15057.0, 15893.0, 17108.0, 14837.0, 15704.0, 16409.0, 16287.0]","[13175.0, 15552.0, 15175.0, 13044.0, 14783.0, 15741.0, 13886.0, 11760.0, 13564.0, 13290.0]","[14843.0, 14839.0, 14053.0, 14133.0, 14757.0, 14621.0, 15645.0, 15173.0, 15125.0, 15089.0]","[17095.0, 14299.0, 15183.0, 14533.0, 15313.0, 15542.0, 15590.0, 15281.0, 16699.0, 15018.0]"
63,"[12311.0, 12446.0, 9355.0, 11853.0, 9465.0, 11871.0, 10568.0, 13527.0, 13941.0, 11349.0]","[9243.0, 11868.0, 9854.0, 9929.0, 11178.0, 11706.0, 0.0, 8815.0, 7762.0, 10164.0]","[12088.0, 11908.0, 11522.0, 13276.0, 11361.0, 10052.0, 0.0, 11616.0, 10847.0, 10054.0]","[12489.0, 11126.0, 12023.0, 11407.0, 10760.0, 11448.0, 11383.0, 12437.0, 11163.0, 11550.0]"
65,"[15198.0, 14691.0, 14431.0, 14241.0, 14536.0, 14715.0, 14111.0, 15388.0, 13514.0, 14826.0]","[12427.0, 12417.0, 13971.0, 12912.0, 12817.0, 13596.0, 10614.0, 13853.0, 12664.0, 14682.0]","[14390.0, 16588.0, 11053.0, 13273.0, 14327.0, 15310.0, 13321.0, 13198.0, 12893.0, 13555.0]","[14476.0, 15085.0, 14617.0, 14639.0, 13775.0, 13507.0, 14277.0, 15086.0, 14839.0, 15086.0]"
66,"[0.0, 12710.0, 0.0, 9964.0, 8752.0, 7315.0, 8830.0, 11706.0, 10719.0, 0.0]","[0.0, 0.0, 0.0, 10609.0, 0.0, 0.0, 0.0, 10169.0, 0.0, 0.0]","[10174.0, 10290.0, 0.0, 0.0, 8102.0, 0.0, 0.0, 7823.0, 0.0, 0.0]","[0.0, 7835.0, 6941.0, 10317.0, 0.0, 0.0, 0.0, 8068.0, 0.0, 9747.0]"
67,"[12144.0, 13480.0, 12786.0, 11267.0, 12041.0, 10918.0, 11507.0, 10501.0, 10387.0, 14246.0]","[9466.0, 0.0, 0.0, 10549.0, 10455.0, 10722.0, 0.0, 0.0, 0.0, 9831.0]","[10911.0, 10955.0, 13784.0, 0.0, 13407.0, 13543.0, 11529.0, 11060.0, 0.0, 9477.0]","[12299.0, 13812.0, 9415.0, 13717.0, 11613.0, 13859.0, 10735.0, 11381.0, 12034.0, 9925.0]"
68,"[12643.0, 12353.0, 12417.0, 9961.0, 13196.0, 10602.0, 9773.0, 11247.0, 11378.0, 8507.0]","[10253.0, 0.0, 9852.0, 8996.0, 10256.0, 0.0, 0.0, 10600.0, 11699.0, 8321.0]","[11549.0, 0.0, 9372.0, 10000.0, 9045.0, 9429.0, 0.0, 10308.0, 0.0, 0.0]","[8309.0, 10914.0, 10469.0, 10245.0, 10396.0, 10844.0, 11074.0, 10547.0, 11898.0, 12542.0]"
69,"[18472.0, 15819.0, 14059.0, 16372.0, 15993.0, 17857.0, 16429.0, 16351.0, 15252.0, 15323.0]","[16335.0, 17341.0, 14185.0, 12277.0, 14579.0, 15939.0, 14518.0, 11713.0, 13168.0, 16180.0]","[14015.0, 13797.0, 15790.0, 15675.0, 15219.0, 15310.0, 16207.0, 15881.0, 13809.0, 16075.0]","[16575.0, 15500.0, 16336.0, 14988.0, 16917.0, 15894.0, 16108.0, 17475.0, 14942.0, 16171.0]"
70,"[15667.0, 15114.0, 15977.0, 15960.0, 13111.0, 12659.0, 17509.0, 14818.0, 15170.0, 15693.0]","[11981.0, 11522.0, 15384.0, 14782.0, 12405.0, 13113.0, 13839.0, 12435.0, 14286.0, 15032.0]","[15173.0, 15467.0, 15724.0, 16225.0, 14236.0, 13335.0, 13198.0, 13518.0, 16334.0, 13429.0]","[14986.0, 15456.0, 15043.0, 15263.0, 15396.0, 14932.0, 14904.0, 14649.0, 15001.0, 14834.0]"
71,"[16279.0, 14650.0, 15998.0, 17619.0, 16267.0, 17535.0, 14814.0, 15934.0, 16364.0, 16007.0]","[12350.0, 13808.0, 15052.0, 14273.0, 15235.0, 14963.0, 12971.0, 15279.0, 12355.0, 15760.0]","[15814.0, 14189.0, 14856.0, 14601.0, 14659.0, 13737.0, 15189.0, 14107.0, 14303.0, 13533.0]","[15905.0, 15183.0, 15206.0, 16145.0, 15374.0, 14902.0, 16150.0, 16988.0, 15203.0, 14934.0]"
72,"[14789.0, 12380.0, 14627.0, 15734.0, 12441.0, 12090.0, 13213.0, 14241.0, 13676.0, 12812.0]","[0.0, 12068.0, 8891.0, 0.0, 11279.0, 0.0, 0.0, 10842.0, 13787.0, 0.0]","[13312.0, 12089.0, 12620.0, 12985.0, 11793.0, 0.0, 14058.0, 10667.0, 13263.0, 11112.0]","[14518.0, 13463.0, 13249.0, 13466.0, 11776.0, 13044.0, 12316.0, 12423.0, 13693.0, 14970.0]"
73,"[17418.0, 16644.0, 14987.0, 16281.0, 16583.0, 16319.0, 14991.0, 15772.0, 17155.0, 15562.0]","[13456.0, 15748.0, 15403.0, 13724.0, 13912.0, 13991.0, 16865.0, 14919.0, 15308.0, 13639.0]","[15570.0, 15986.0, 17119.0, 12854.0, 14632.0, 12759.0, 13933.0, 14406.0, 12557.0, 14984.0]","[16110.0, 15642.0, 15668.0, 15191.0, 14858.0, 16864.0, 15906.0, 16569.0, 15824.0, 15317.0]"
74,"[18390.0, 16573.0, 20507.0, 16142.0, 17815.0, 18739.0, 18494.0, 18371.0, 18407.0, 17021.0]","[18274.0, 17479.0, 14633.0, 18573.0, 16917.0, 17946.0, 14254.0, 14893.0, 14267.0, 16335.0]","[18593.0, 15189.0, 17590.0, 15872.0, 15356.0, 16540.0, 17444.0, 17299.0, 17061.0, 16112.0]","[16220.0, 19324.0, 18673.0, 17251.0, 16886.0, 19229.0, 17999.0, 17576.0, 17191.0, 17893.0]"
76,"[15225.0, 16565.0, 16089.0, 16110.0, 14073.0, 15182.0, 14542.0, 14477.0, 15918.0, 17565.0]","[15510.0, 14184.0, 14582.0, 11452.0, 14859.0, 14143.0, 12842.0, 13874.0, 11879.0, 13291.0]","[15159.0, 15367.0, 15702.0, 12983.0, 13360.0, 13774.0, 14782.0, 15252.0, 15657.0, 15357.0]","[15990.0, 15723.0, 14890.0, 16184.0, 14515.0, 15026.0, 14990.0, 15168.0, 15759.0, 15748.0]"
77,"[15174.0, 13145.0, 13663.0, 15013.0, 14794.0, 14720.0, 15194.0, 15869.0, 15654.0, 13775.0]","[13639.0, 13014.0, 0.0, 0.0, 14100.0, 12805.0, 12557.0, 11883.0, 11684.0, 12690.0]","[14100.0, 14451.0, 12624.0, 13388.0, 12452.0, 12823.0, 13896.0, 13420.0, 13682.0, 14718.0]","[15287.0, 14749.0, 13550.0, 13378.0, 13639.0, 15837.0, 15198.0, 14881.0, 14724.0, 13514.0]"
78,"[12167.0, 11768.0, 11140.0, 12439.0, 13136.0, 11433.0, 12024.0, 12529.0, 11872.0, 11956.0]","[11393.0, 12365.0, 9203.0, 11693.0, 9724.0, 10725.0, 11277.0, 9207.0, 10523.0, 10020.0]","[10844.0, 11648.0, 11385.0, 12641.0, 10834.0, 10560.0, 12302.0, 10461.0, 9856.0, 11706.0]","[12902.0, 11419.0, 10982.0, 11595.0, 11834.0, 11983.0, 11191.0, 11963.0, 10963.0, 11571.0]"
79,"[14662.0, 16083.0, 13506.0, 14520.0, 14396.0, 14493.0, 15576.0, 14546.0, 15117.0, 13382.0]","[12921.0, 11750.0, 11955.0, 13567.0, 12939.0, 12229.0, 12701.0, 10865.0, 13168.0, 12279.0]","[13983.0, 17313.0, 14808.0, 13333.0, 13330.0, 13848.0, 13971.0, 14070.0, 13903.0, 13824.0]","[16039.0, 13628.0, 13655.0, 13908.0, 14769.0, 14271.0, 14010.0, 14521.0, 14435.0, 14994.0]"
8,"[7871.0, 7900.0, 10324.0, 7314.0, 10102.0, 9333.0, 0.0, 8164.0, 10816.0, 9038.0]","[0.0, 0.0, 0.0, 9363.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8241.0]","[0.0, 0.0, 0.0, 8555.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10684.0, 0.0, 10432.0, 0.0, 11150.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
80,"[17948.0, 16297.0, 17769.0, 15234.0, 18609.0, 15998.0, 16275.0, 17279.0, 15486.0, 16748.0]","[15059.0, 13244.0, 16564.0, 12196.0, 14690.0, 15983.0, 13138.0, 16079.0, 15946.0, 14028.0]","[17619.0, 15431.0, 16325.0, 15921.0, 16450.0, 17061.0, 15507.0, 16521.0, 14760.0, 14379.0]","[15709.0, 16765.0, 16066.0, 16961.0, 18463.0, 17189.0, 15564.0, 15438.0, 17333.0, 16243.0]"
81,"[0.0, 0.0, 9155.0, 0.0, 0.0, 7705.0, 7955.0, 0.0, 0.0, 9891.0]","[5612.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8974.0, 0.0, 0.0, 0.0]","[7517.0, 0.0, 0.0, 0.0, 5926.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82,"[19928.0, 17745.0, 19543.0, 18241.0, 15631.0, 16850.0, 17841.0, 19121.0, 16453.0, 16601.0]","[15845.0, 17046.0, 16749.0, 14293.0, 15866.0, 14238.0, 16918.0, 15619.0, 13377.0, 15297.0]","[15576.0, 16769.0, 18818.0, 17154.0, 17938.0, 16105.0, 17229.0, 17323.0, 15111.0, 16089.0]","[18617.0, 17750.0, 17874.0, 16056.0, 16339.0, 17113.0, 18203.0, 17882.0, 15999.0, 20106.0]"
83,"[13451.0, 13900.0, 12882.0, 11272.0, 13748.0, 13074.0, 14509.0, 12238.0, 12838.0, 14052.0]","[12521.0, 0.0, 0.0, 11909.0, 10871.0, 0.0, 13950.0, 11799.0, 0.0, 9509.0]","[13310.0, 10717.0, 11216.0, 9949.0, 0.0, 11654.0, 12463.0, 11957.0, 0.0, 12769.0]","[12286.0, 13086.0, 13794.0, 12465.0, 12682.0, 12500.0, 13650.0, 12822.0, 12428.0, 12085.0]"
84,"[19186.0, 17573.0, 19420.0, 18140.0, 18260.0, 18941.0, 17684.0, 18802.0, 17936.0, 17566.0]","[18039.0, 16070.0, 16531.0, 14547.0, 18575.0, 17418.0, 15975.0, 15280.0, 16066.0, 15326.0]","[17476.0, 18661.0, 17839.0, 17348.0, 16447.0, 15277.0, 16557.0, 16308.0, 17815.0, 16946.0]","[18048.0, 19138.0, 17990.0, 18273.0, 20181.0, 17060.0, 17590.0, 17873.0, 17631.0, 16961.0]"
85,"[12413.0, 13841.0, 12421.0, 15625.0, 12163.0, 12306.0, 14598.0, 13087.0, 15044.0, 14415.0]","[12121.0, 11135.0, 10628.0, 11030.0, 11800.0, 10311.0, 11778.0, 12580.0, 11222.0, 10388.0]","[11394.0, 11046.0, 13166.0, 11583.0, 12663.0, 10533.0, 12455.0, 12235.0, 12359.0, 13201.0]","[13821.0, 13126.0, 13027.0, 13329.0, 12444.0, 12977.0, 13534.0, 12719.0, 12981.0, 13178.0]"
86,"[12053.0, 11427.0, 12403.0, 12315.0, 14147.0, 12347.0, 12470.0, 12464.0, 11317.0, 11167.0]","[12177.0, 12175.0, 9664.0, 10467.0, 13001.0, 5855.0, 11408.0, 12017.0, 11182.0, 10904.0]","[0.0, 11321.0, 11903.0, 10914.0, 8854.0, 9944.0, 12327.0, 10289.0, 12959.0, 12006.0]","[12816.0, 11187.0, 11756.0, 11793.0, 11261.0, 12040.0, 12045.0, 11739.0, 11543.0, 11752.0]"
87,"[18079.0, 15325.0, 15388.0, 16130.0, 16546.0, 16590.0, 17775.0, 15893.0, 17711.0, 19220.0]","[15099.0, 15165.0, 14319.0, 14770.0, 16513.0, 13392.0, 13898.0, 16396.0, 13587.0, 13686.0]","[14990.0, 14676.0, 15275.0, 16362.0, 15004.0, 14721.0, 16652.0, 15669.0, 14931.0, 14344.0]","[15230.0, 17126.0, 16372.0, 16335.0, 15295.0, 16806.0, 15145.0, 16685.0, 16261.0, 18310.0]"
88,"[18569.0, 19729.0, 20406.0, 20123.0, 19253.0, 18602.0, 19142.0, 19192.0, 19700.0, 18018.0]","[18860.0, 20115.0, 14806.0, 20225.0, 15633.0, 13876.0, 16433.0, 15088.0, 15222.0, 17651.0]","[19322.0, 17316.0, 17430.0, 16745.0, 18251.0, 18254.0, 18485.0, 16308.0, 16797.0, 17350.0]","[20027.0, 19122.0, 18641.0, 17231.0, 19349.0, 18118.0, 19870.0, 21634.0, 18839.0, 17052.0]"
9,"[11209.0, 12189.0, 10272.0, 10370.0, 12392.0, 11234.0, 11954.0, 9721.0, 10692.0, 9258.0]","[11235.0, 0.0, 0.0, 0.0, 11039.0, 0.0, 8514.0, 0.0, 0.0, 0.0]","[10439.0, 0.0, 11422.0, 9664.0, 9011.0, 9505.0, 9043.0, 11175.0, 9413.0, 0.0]","[9648.0, 10357.0, 10692.0, 8947.0, 8970.0, 0.0, 0.0, 9345.0, 10463.0, 11383.0]"
90,"[13148.0, 13984.0, 12610.0, 13902.0, 13685.0, 12982.0, 12526.0, 12155.0, 13124.0, 12273.0]","[8875.0, 12773.0, 0.0, 13173.0, 0.0, 13527.0, 11755.0, 13063.0, 9482.0, 11108.0]","[10000.0, 13621.0, 11959.0, 0.0, 11832.0, 10847.0, 0.0, 12230.0, 11869.0, 12143.0]","[13550.0, 11354.0, 12875.0, 12184.0, 13335.0, 12487.0, 11035.0, 12459.0, 11988.0, 12308.0]"
91,"[18241.0, 17816.0, 17894.0, 20444.0, 20034.0, 18896.0, 15294.0, 19499.0, 16100.0, 20826.0]","[14166.0, 18708.0, 15162.0, 15065.0, 16617.0, 14602.0, 14729.0, 17484.0, 13216.0, 15891.0]","[17913.0, 16391.0, 19665.0, 17474.0, 15561.0, 18010.0, 17687.0, 18057.0, 17293.0, 16713.0]","[17026.0, 19895.0, 18162.0, 19124.0, 17404.0, 19218.0, 16923.0, 19812.0, 16644.0, 18670.0]"
92,"[19941.0, 19914.0, 18161.0, 17554.0, 18285.0, 19199.0, 18852.0, 17290.0, 17420.0, 18749.0]","[16250.0, 13893.0, 15239.0, 14725.0, 15784.0, 12300.0, 16976.0, 16467.0, 17364.0, 17340.0]","[15708.0, 17160.0, 16167.0, 16832.0, 17006.0, 17869.0, 17043.0, 16516.0, 16984.0, 14407.0]","[18090.0, 18523.0, 18065.0, 19696.0, 17510.0, 18232.0, 18432.0, 17988.0, 17231.0, 17976.0]"
93,"[15254.0, 16612.0, 15593.0, 17924.0, 16779.0, 19855.0, 15258.0, 15731.0, 19655.0, 17385.0]","[17167.0, 16113.0, 17232.0, 13278.0, 13218.0, 14433.0, 16115.0, 17204.0, 16772.0, 15436.0]","[14722.0, 13114.0, 14931.0, 15781.0, 13819.0, 17529.0, 13538.0, 16229.0, 16771.0, 17359.0]","[16310.0, 16949.0, 15686.0, 17100.0, 15973.0, 18141.0, 17532.0, 16664.0, 15731.0, 15134.0]"
94,"[14526.0, 16020.0, 15484.0, 16175.0, 16399.0, 16904.0, 14930.0, 12962.0, 16413.0, 14454.0]","[13438.0, 15981.0, 13348.0, 13751.0, 11753.0, 13384.0, 10194.0, 12944.0, 12467.0, 13059.0]","[14536.0, 14995.0, 12967.0, 12739.0, 13707.0, 14657.0, 13367.0, 13536.0, 15833.0, 13608.0]","[15701.0, 15023.0, 14962.0, 14502.0, 14125.0, 15184.0, 14050.0, 15185.0, 15062.0, 13653.0]"
95,"[14505.0, 15484.0, 16581.0, 15692.0, 18076.0, 15691.0, 16023.0, 15231.0, 16351.0, 16531.0]","[13545.0, 15088.0, 14787.0, 13235.0, 14560.0, 14033.0, 13972.0, 14608.0, 11112.0, 13196.0]","[13941.0, 15443.0, 15420.0, 13792.0, 16147.0, 15233.0, 13977.0, 13977.0, 15440.0, 15902.0]","[16080.0, 15594.0, 15180.0, 14747.0, 14699.0, 16211.0, 15049.0, 14893.0, 16566.0, 16268.0]"
