,0,1,2,3
20,"[19323.0, 18946.0, 23109.0, 20229.0, 21802.0, 17879.0, 19660.0, 18782.0, 18343.0, 21346.0]","[17202.0, 17988.0, 17390.0, 18517.0, 17305.0, 19754.0, 17047.0, 18450.0, 17605.0, 17608.0]","[17786.0, 15962.0, 18732.0, 18464.0, 17261.0, 18230.0, 18088.0, 17345.0, 19190.0, 19012.0]","[19839.0, 18420.0, 19481.0, 18602.0, 18589.0, 17862.0, 19849.0, 19459.0, 18593.0, 19101.0]"
21,"[19716.0, 18159.0, 20085.0, 22559.0, 19134.0, 18358.0, 19765.0, 22771.0, 19567.0, 19374.0]","[18821.0, 18278.0, 17363.0, 18587.0, 16880.0, 15315.0, 16707.0, 14289.0, 14338.0, 17050.0]","[16577.0, 16716.0, 18269.0, 18143.0, 17049.0, 19278.0, 18903.0, 15450.0, 21600.0, 18741.0]","[18292.0, 19402.0, 19368.0, 18242.0, 19878.0, 19462.0, 18671.0, 18373.0, 17732.0, 19735.0]"
22,"[18840.0, 18139.0, 19238.0, 19953.0, 20873.0, 19863.0, 20379.0, 16184.0, 19018.0, 19035.0]","[20095.0, 17129.0, 15959.0, 15619.0, 15048.0, 17598.0, 15140.0, 13778.0, 17577.0, 15039.0]","[17445.0, 15654.0, 14466.0, 15179.0, 18528.0, 17361.0, 16424.0, 16108.0, 16370.0, 18601.0]","[18302.0, 17850.0, 18613.0, 18723.0, 19873.0, 17156.0, 17603.0, 18608.0, 17464.0, 17505.0]"
23,"[20231.0, 21012.0, 21786.0, 19251.0, 18247.0, 23038.0, 18655.0, 18705.0, 20030.0, 20834.0]","[18658.0, 16322.0, 18347.0, 16396.0, 17607.0, 18091.0, 16892.0, 15219.0, 15861.0, 15621.0]","[17099.0, 15970.0, 18954.0, 17258.0, 17166.0, 18268.0, 18516.0, 15993.0, 16954.0, 16281.0]","[17445.0, 17897.0, 18576.0, 18460.0, 18460.0, 20108.0, 19665.0, 20918.0, 19564.0, 19897.0]"
24,"[20120.0, 21468.0, 19696.0, 23926.0, 22158.0, 22559.0, 17198.0, 19451.0, 20993.0, 21717.0]","[19271.0, 18409.0, 18203.0, 16332.0, 14309.0, 16250.0, 17041.0, 15400.0, 14436.0, 15922.0]","[20686.0, 22403.0, 19610.0, 16512.0, 17473.0, 23418.0, 21515.0, 19972.0, 17887.0, 19247.0]","[19770.0, 21197.0, 20735.0, 17760.0, 20663.0, 16690.0, 19040.0, 21600.0, 18863.0, 20967.0]"
25,"[20621.0, 18327.0, 18331.0, 18734.0, 20786.0, 17995.0, 18790.0, 19697.0, 18345.0, 18638.0]","[15837.0, 19202.0, 17416.0, 13865.0, 17514.0, 17855.0, 14717.0, 13253.0, 17590.0, 16949.0]","[17987.0, 18251.0, 16426.0, 21249.0, 17968.0, 18645.0, 14420.0, 19437.0, 20952.0, 16342.0]","[18151.0, 17769.0, 18591.0, 17591.0, 17506.0, 17105.0, 18360.0, 18873.0, 17601.0, 16919.0]"
26,"[17586.0, 17587.0, 18408.0, 19095.0, 17999.0, 17716.0, 18133.0, 17819.0, 19878.0, 18705.0]","[16939.0, 15675.0, 13559.0, 17136.0, 18436.0, 16090.0, 14394.0, 16568.0, 15887.0, 19602.0]","[17724.0, 15490.0, 15654.0, 15269.0, 17497.0, 16933.0, 16430.0, 16163.0, 16794.0, 16483.0]","[15931.0, 16708.0, 17759.0, 17511.0, 16976.0, 17109.0, 16770.0, 15668.0, 16069.0, 18030.0]"
27,"[18312.0, 17142.0, 18369.0, 17838.0, 21360.0, 17983.0, 18473.0, 19222.0, 17748.0, 17002.0]","[18003.0, 14302.0, 14554.0, 19036.0, 16477.0, 15635.0, 14212.0, 14770.0, 17060.0, 14398.0]","[15353.0, 17573.0, 17872.0, 16662.0, 16578.0, 16850.0, 16032.0, 15712.0, 16116.0, 18575.0]","[17987.0, 17599.0, 16876.0, 19600.0, 15868.0, 16774.0, 16273.0, 18116.0, 18408.0, 17277.0]"
28,"[16967.0, 17328.0, 17071.0, 18618.0, 18022.0, 18829.0, 17061.0, 17090.0, 19135.0, 18991.0]","[14860.0, 12739.0, 13872.0, 13296.0, 12996.0, 16166.0, 14979.0, 14216.0, 14079.0, 16365.0]","[15532.0, 16084.0, 16810.0, 13840.0, 15832.0, 17928.0, 14064.0, 17501.0, 14097.0, 16850.0]","[16540.0, 18365.0, 16741.0, 17606.0, 17262.0, 17663.0, 15847.0, 16664.0, 15813.0, 18079.0]"
29,"[17841.0, 20322.0, 20219.0, 20027.0, 19959.0, 18336.0, 19419.0, 20895.0, 17978.0, 17923.0]","[17933.0, 15702.0, 15534.0, 15625.0, 15181.0, 17517.0, 16949.0, 16797.0, 19079.0, 18436.0]","[16950.0, 17050.0, 13674.0, 17123.0, 16887.0, 18357.0, 16436.0, 19334.0, 15521.0, 13742.0]","[17854.0, 18303.0, 18224.0, 18455.0, 18157.0, 17872.0, 18172.0, 16589.0, 20428.0, 17929.0]"
30,"[12433.0, 10677.0, 12127.0, 12403.0, 11813.0, 12318.0, 11429.0, 12003.0, 11566.0, 14062.0]","[13000.0, 0.0, 0.0, 0.0, 11528.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10140.0, 10476.0, 0.0, 7720.0, 10400.0, 10666.0, 0.0, 0.0, 11367.0, 12024.0]","[11506.0, 13236.0, 12387.0, 12004.0, 12498.0, 11783.0, 13180.0, 8654.0, 11411.0, 12491.0]"
38,"[10187.0, 0.0, 10007.0, 0.0, 0.0, 11077.0, 0.0, 9970.0, 9539.0, 10425.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13440.0, 9797.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8158.0, 0.0, 7912.0, 0.0]","[9047.0, 0.0, 10854.0, 7985.0, 9221.0, 0.0, 0.0, 0.0, 0.0, 6557.0]"
39,"[13580.0, 13556.0, 13531.0, 15799.0, 14724.0, 12923.0, 14194.0, 13849.0, 15315.0, 13051.0]","[12111.0, 12070.0, 11546.0, 11662.0, 10471.0, 10784.0, 12653.0, 12632.0, 14353.0, 14349.0]","[11196.0, 14376.0, 12921.0, 13951.0, 11782.0, 12139.0, 12588.0, 12108.0, 12596.0, 12189.0]","[14215.0, 13178.0, 12976.0, 13896.0, 13218.0, 14756.0, 13637.0, 14521.0, 13488.0, 12639.0]"
40,"[15011.0, 15966.0, 18460.0, 17748.0, 16728.0, 18190.0, 17878.0, 16777.0, 18222.0, 17015.0]","[15111.0, 14721.0, 17729.0, 15179.0, 16849.0, 14893.0, 16193.0, 16926.0, 14037.0, 17120.0]","[16694.0, 15875.0, 17185.0, 17541.0, 18958.0, 13713.0, 17658.0, 13901.0, 17763.0, 17300.0]","[17460.0, 18284.0, 18899.0, 16236.0, 15621.0, 18753.0, 15527.0, 17260.0, 16646.0, 16656.0]"
43,"[16351.0, 20036.0, 18615.0, 18069.0, 18445.0, 19827.0, 18645.0, 16762.0, 17239.0, 21308.0]","[17683.0, 16230.0, 17182.0, 15224.0, 15113.0, 19444.0, 18536.0, 15179.0, 17505.0, 18301.0]","[15990.0, 17229.0, 17320.0, 18364.0, 16767.0, 16875.0, 19138.0, 18853.0, 16862.0, 18361.0]","[18458.0, 17924.0, 16804.0, 18878.0, 17395.0, 19077.0, 18569.0, 18310.0, 19028.0, 19752.0]"
44,"[16883.0, 17299.0, 16029.0, 15132.0, 14970.0, 16714.0, 15310.0, 17218.0, 16946.0, 15073.0]","[13887.0, 14485.0, 15061.0, 14910.0, 14786.0, 13240.0, 13444.0, 13464.0, 14446.0, 16924.0]","[15191.0, 17105.0, 14121.0, 14418.0, 15685.0, 14878.0, 13918.0, 14055.0, 15071.0, 13307.0]","[15515.0, 15306.0, 16026.0, 16830.0, 15089.0, 14671.0, 15725.0, 15203.0, 15806.0, 15643.0]"
47,"[11812.0, 11713.0, 13867.0, 13475.0, 12475.0, 12757.0, 11624.0, 12796.0, 14949.0, 14012.0]","[11552.0, 0.0, 0.0, 11355.0, 11894.0, 12408.0, 10987.0, 13704.0, 12594.0, 11611.0]","[11479.0, 10309.0, 0.0, 11037.0, 11002.0, 10804.0, 8494.0, 14016.0, 11495.0, 10658.0]","[12173.0, 12993.0, 13020.0, 12359.0, 13381.0, 11329.0, 13036.0, 13626.0, 12073.0, 13073.0]"
49,"[16373.0, 16168.0, 16426.0, 16638.0, 17776.0, 17988.0, 19436.0, 17662.0, 18049.0, 18240.0]","[15463.0, 18741.0, 13504.0, 17417.0, 17284.0, 13421.0, 15051.0, 15956.0, 17379.0, 13407.0]","[14561.0, 13837.0, 16998.0, 14664.0, 16612.0, 17352.0, 14190.0, 16958.0, 16744.0, 16073.0]","[19258.0, 16544.0, 17206.0, 16584.0, 16377.0, 16831.0, 17060.0, 17151.0, 18769.0, 17214.0]"
51,"[19873.0, 17573.0, 17125.0, 20327.0, 16916.0, 19181.0, 19261.0, 19523.0, 19085.0, 16797.0]","[16725.0, 17528.0, 16894.0, 16605.0, 17137.0, 17584.0, 16892.0, 14601.0, 12986.0, 15677.0]","[18901.0, 14886.0, 18047.0, 17308.0, 15672.0, 18261.0, 15192.0, 17691.0, 15366.0, 16830.0]","[17892.0, 17316.0, 17033.0, 16322.0, 17431.0, 19367.0, 16846.0, 17242.0, 18622.0, 21440.0]"
52,"[16311.0, 15317.0, 17072.0, 15515.0, 15216.0, 13244.0, 14524.0, 14579.0, 16943.0, 13901.0]","[14567.0, 13915.0, 14417.0, 15746.0, 15036.0, 13191.0, 11410.0, 11628.0, 10010.0, 13067.0]","[13685.0, 14681.0, 14645.0, 15246.0, 16355.0, 13495.0, 13762.0, 14769.0, 16460.0, 13685.0]","[14880.0, 14816.0, 14531.0, 14793.0, 15308.0, 15731.0, 14484.0, 14698.0, 15824.0, 16069.0]"
53,"[10442.0, 11790.0, 10841.0, 12704.0, 11984.0, 10333.0, 10909.0, 9533.0, 11151.0, 9741.0]","[0.0, 0.0, 9641.0, 0.0, 9842.0, 9869.0, 0.0, 0.0, 11894.0, 0.0]","[0.0, 0.0, 10319.0, 9378.0, 0.0, 11194.0, 12317.0, 0.0, 0.0, 11094.0]","[9606.0, 12309.0, 11451.0, 10225.0, 11518.0, 9992.0, 10739.0, 0.0, 12087.0, 9840.0]"
55,"[17413.0, 15959.0, 16430.0, 16652.0, 17133.0, 14532.0, 14941.0, 15115.0, 16536.0, 17344.0]","[15731.0, 15241.0, 17277.0, 14503.0, 13206.0, 13659.0, 15114.0, 13418.0, 15340.0, 13219.0]","[16159.0, 14094.0, 15382.0, 15714.0, 15756.0, 17695.0, 16971.0, 16923.0, 15602.0, 17629.0]","[15477.0, 15946.0, 14885.0, 15799.0, 16150.0, 17759.0, 16319.0, 17189.0, 17235.0, 15273.0]"
56,"[18324.0, 18017.0, 19850.0, 18763.0, 18797.0, 18292.0, 21372.0, 15957.0, 19799.0, 20651.0]","[17243.0, 14558.0, 16167.0, 15817.0, 14432.0, 19561.0, 17365.0, 17178.0, 17921.0, 16449.0]","[14210.0, 16604.0, 18818.0, 20037.0, 17368.0, 16594.0, 18748.0, 16649.0, 17625.0, 17687.0]","[19032.0, 18032.0, 18362.0, 16961.0, 17261.0, 18122.0, 19509.0, 18442.0, 19847.0, 19287.0]"
58,"[16392.0, 18189.0, 15755.0, 17654.0, 20238.0, 17856.0, 18168.0, 19418.0, 19362.0, 18050.0]","[16644.0, 15834.0, 16525.0, 15442.0, 17416.0, 15655.0, 17073.0, 15610.0, 16848.0, 15221.0]","[15969.0, 14648.0, 16321.0, 17696.0, 16499.0, 16302.0, 17685.0, 16009.0, 15533.0, 17752.0]","[17389.0, 18527.0, 19253.0, 17333.0, 17320.0, 18801.0, 18237.0, 18623.0, 17994.0, 17089.0]"
60,"[12947.0, 12925.0, 10659.0, 9902.0, 12823.0, 11870.0, 12807.0, 14317.0, 13427.0, 12365.0]","[0.0, 0.0, 9655.0, 0.0, 0.0, 10080.0, 15010.0, 0.0, 13578.0, 9808.0]","[13699.0, 0.0, 10432.0, 11613.0, 13455.0, 0.0, 7829.0, 0.0, 0.0, 10898.0]","[12759.0, 11889.0, 13937.0, 12679.0, 15101.0, 12480.0, 13014.0, 0.0, 13295.0, 12244.0]"
61,"[17254.0, 18857.0, 17309.0, 16201.0, 16991.0, 16993.0, 19573.0, 17923.0, 19112.0, 17585.0]","[12846.0, 16392.0, 15547.0, 17010.0, 15645.0, 15786.0, 14195.0, 16315.0, 15350.0, 15336.0]","[17583.0, 16327.0, 17217.0, 17576.0, 16829.0, 16541.0, 16516.0, 18721.0, 15682.0, 16207.0]","[17112.0, 16663.0, 16899.0, 17389.0, 17488.0, 18541.0, 18756.0, 16886.0, 18024.0, 19008.0]"
63,"[13392.0, 14144.0, 14456.0, 14473.0, 13537.0, 14280.0, 14568.0, 14905.0, 14747.0, 13370.0]","[12544.0, 12403.0, 0.0, 13664.0, 11744.0, 13491.0, 14984.0, 0.0, 11151.0, 0.0]","[13750.0, 14527.0, 12835.0, 12589.0, 14225.0, 13167.0, 13553.0, 13154.0, 13571.0, 13832.0]","[13812.0, 13517.0, 15640.0, 13216.0, 13402.0, 14571.0, 13687.0, 14643.0, 12729.0, 14015.0]"
64,"[17514.0, 17138.0, 15847.0, 17171.0, 16279.0, 15701.0, 16984.0, 18030.0, 19328.0, 18629.0]","[15312.0, 14429.0, 13114.0, 14908.0, 17112.0, 14886.0, 16995.0, 13817.0, 16380.0, 13676.0]","[15583.0, 14955.0, 15898.0, 16797.0, 15385.0, 16780.0, 17229.0, 17204.0, 15123.0, 16627.0]","[16311.0, 18300.0, 17756.0, 17635.0, 17528.0, 16602.0, 16938.0, 16803.0, 16333.0, 16441.0]"
65,"[13094.0, 11689.0, 11606.0, 10964.0, 11888.0, 12873.0, 9790.0, 10856.0, 12180.0, 8329.0]","[0.0, 0.0, 0.0, 9347.0, 10267.0, 0.0, 0.0, 0.0, 10148.0, 11298.0]","[7771.0, 0.0, 12791.0, 9185.0, 11637.0, 11945.0, 0.0, 9983.0, 0.0, 9831.0]","[11542.0, 12914.0, 9152.0, 10452.0, 0.0, 12703.0, 11037.0, 10086.0, 11802.0, 12365.0]"
68,"[14276.0, 12707.0, 12728.0, 13707.0, 12503.0, 14995.0, 14422.0, 13476.0, 11753.0, 14426.0]","[11127.0, 12180.0, 12615.0, 15285.0, 10470.0, 11083.0, 12267.0, 0.0, 0.0, 13140.0]","[10217.0, 14718.0, 12526.0, 12431.0, 12717.0, 13466.0, 12827.0, 11538.0, 14200.0, 11373.0]","[14674.0, 12920.0, 11906.0, 12567.0, 11814.0, 12401.0, 13700.0, 13775.0, 12738.0, 12664.0]"
69,"[17658.0, 18025.0, 17914.0, 17976.0, 20548.0, 19158.0, 17115.0, 18921.0, 18485.0, 16035.0]","[14069.0, 16618.0, 16549.0, 17378.0, 18386.0, 15494.0, 15880.0, 15425.0, 13591.0, 18021.0]","[15873.0, 13466.0, 15908.0, 16689.0, 14439.0, 16892.0, 16788.0, 14345.0, 15234.0, 14675.0]","[17495.0, 18070.0, 18956.0, 17833.0, 19025.0, 16113.0, 19873.0, 16732.0, 17476.0, 16723.0]"
7,"[10214.0, 0.0, 12660.0, 0.0, 7875.0, 9755.0, 0.0, 10236.0, 8678.0, 9083.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10229.0]","[0.0, 0.0, 0.0, 9568.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8455.0]","[0.0, 0.0, 0.0, 6727.0, 0.0, 0.0, 0.0, 10534.0, 11668.0, 0.0]"
70,"[0.0, 0.0, 9132.0, 0.0, 9147.0, 0.0, 0.0, 10127.0, 7642.0, 0.0]","[9183.0, 0.0, 0.0, 0.0, 0.0, 7571.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 9167.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 8281.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10931.0, 0.0]"
72,"[16465.0, 19157.0, 19042.0, 15938.0, 17187.0, 16173.0, 17965.0, 18558.0, 18420.0, 19735.0]","[13551.0, 14988.0, 13848.0, 15950.0, 15907.0, 15017.0, 13842.0, 16643.0, 15323.0, 18937.0]","[18567.0, 15295.0, 17174.0, 16180.0, 17855.0, 16942.0, 13102.0, 16665.0, 14115.0, 13808.0]","[17321.0, 16671.0, 15910.0, 17751.0, 17275.0, 18893.0, 17104.0, 15235.0, 18092.0, 20166.0]"
73,"[20520.0, 20544.0, 17484.0, 19497.0, 20736.0, 18100.0, 19044.0, 18667.0, 20356.0, 20693.0]","[17772.0, 17811.0, 18430.0, 18390.0, 16147.0, 15398.0, 17722.0, 16500.0, 17999.0, 17706.0]","[16750.0, 19034.0, 20718.0, 21119.0, 19265.0, 14326.0, 16674.0, 18190.0, 18108.0, 16568.0]","[18627.0, 19089.0, 18852.0, 20198.0, 19033.0, 18929.0, 20301.0, 18941.0, 19745.0, 18931.0]"
74,"[17156.0, 15953.0, 13803.0, 14476.0, 16792.0, 14953.0, 15551.0, 17193.0, 17212.0, 16403.0]","[13580.0, 13762.0, 15461.0, 14463.0, 15181.0, 14408.0, 11680.0, 16561.0, 10940.0, 15395.0]","[12501.0, 14993.0, 13877.0, 14282.0, 14755.0, 15477.0, 15392.0, 14810.0, 14046.0, 13055.0]","[15175.0, 15566.0, 16063.0, 17267.0, 15329.0, 15056.0, 15217.0, 14389.0, 15954.0, 15625.0]"
75,"[18476.0, 19219.0, 19824.0, 15160.0, 19668.0, 17765.0, 18948.0, 19010.0, 18321.0, 18323.0]","[17013.0, 19639.0, 16101.0, 13727.0, 16640.0, 15630.0, 16054.0, 18357.0, 16353.0, 17379.0]","[19778.0, 17856.0, 17789.0, 16072.0, 16162.0, 19101.0, 19690.0, 15996.0, 16775.0, 16755.0]","[18683.0, 19441.0, 18217.0, 16294.0, 17674.0, 17811.0, 17745.0, 20319.0, 19693.0, 18224.0]"
76,"[14983.0, 14868.0, 18800.0, 16901.0, 16972.0, 18146.0, 16037.0, 16614.0, 20640.0, 18985.0]","[16077.0, 17109.0, 14240.0, 15474.0, 15348.0, 16474.0, 16700.0, 13304.0, 15230.0, 15098.0]","[16351.0, 18003.0, 13292.0, 15981.0, 16551.0, 13477.0, 12829.0, 15669.0, 17764.0, 16954.0]","[17560.0, 16608.0, 15401.0, 16753.0, 17573.0, 18922.0, 17701.0, 16636.0, 16147.0, 16680.0]"
77,"[15972.0, 18687.0, 19492.0, 16281.0, 17790.0, 18676.0, 17756.0, 16070.0, 15907.0, 16901.0]","[13964.0, 13398.0, 13971.0, 16954.0, 13743.0, 13666.0, 16079.0, 15853.0, 14261.0, 16544.0]","[16459.0, 15709.0, 14844.0, 14044.0, 16592.0, 14264.0, 14882.0, 13938.0, 16368.0, 16405.0]","[14859.0, 18216.0, 17616.0, 16743.0, 15749.0, 17049.0, 14485.0, 16521.0, 17737.0, 15796.0]"
78,"[17975.0, 19903.0, 19746.0, 17840.0, 21393.0, 18926.0, 21507.0, 18650.0, 18443.0, 20761.0]","[18681.0, 17459.0, 13164.0, 17144.0, 17497.0, 17148.0, 17420.0, 17090.0, 18756.0, 16550.0]","[18144.0, 20999.0, 19077.0, 16561.0, 16034.0, 18565.0, 17745.0, 18131.0, 19013.0, 18469.0]","[18913.0, 19756.0, 18114.0, 18033.0, 19349.0, 19447.0, 19805.0, 19585.0, 20773.0, 17684.0]"
8,"[9582.0, 0.0, 10052.0, 10132.0, 11633.0, 12247.0, 11562.0, 11494.0, 10039.0, 9931.0]","[0.0, 0.0, 13259.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 10343.0, 0.0, 9467.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 9989.0, 0.0, 0.0, 12240.0, 0.0, 8501.0, 0.0, 0.0]"
80,"[15743.0, 15541.0, 13929.0, 13654.0, 13277.0, 15073.0, 16041.0, 16505.0, 14625.0, 16510.0]","[13615.0, 13180.0, 11298.0, 14107.0, 12528.0, 12757.0, 13664.0, 14891.0, 12473.0, 11678.0]","[13723.0, 13131.0, 13643.0, 12585.0, 14545.0, 14566.0, 13935.0, 14076.0, 14489.0, 13819.0]","[14943.0, 14344.0, 15629.0, 13872.0, 13742.0, 14456.0, 14962.0, 14974.0, 13232.0, 14136.0]"
81,"[15679.0, 17011.0, 15771.0, 15103.0, 17235.0, 16318.0, 13275.0, 14906.0, 15309.0, 15285.0]","[13397.0, 16120.0, 13913.0, 15651.0, 13517.0, 14042.0, 16960.0, 13626.0, 13252.0, 12399.0]","[14448.0, 14225.0, 15175.0, 13394.0, 13923.0, 18067.0, 14197.0, 15920.0, 13747.0, 14593.0]","[15309.0, 15015.0, 15445.0, 14186.0, 15429.0, 15678.0, 14370.0, 15759.0, 14263.0, 15126.0]"
82,"[14017.0, 14562.0, 14535.0, 15678.0, 15639.0, 14741.0, 16280.0, 15581.0, 14843.0, 14165.0]","[14392.0, 12111.0, 14734.0, 13076.0, 11807.0, 11131.0, 13731.0, 13394.0, 14239.0, 12716.0]","[12801.0, 14412.0, 13193.0, 14827.0, 12916.0, 14400.0, 13898.0, 14412.0, 13795.0, 13361.0]","[14359.0, 14892.0, 14909.0, 14356.0, 14639.0, 14356.0, 15621.0, 14741.0, 16213.0, 14405.0]"
83,"[12559.0, 12032.0, 10812.0, 11780.0, 10995.0, 11263.0, 9392.0, 12821.0, 9149.0, 11390.0]","[0.0, 0.0, 0.0, 9931.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[11626.0, 11107.0, 10511.0, 11023.0, 0.0, 0.0, 9390.0, 11160.0, 11013.0, 0.0]","[11140.0, 11640.0, 12471.0, 0.0, 11982.0, 11765.0, 11908.0, 0.0, 13124.0, 12740.0]"
84,"[17245.0, 14825.0, 16530.0, 17456.0, 17550.0, 17038.0, 15240.0, 16829.0, 17528.0, 16969.0]","[16459.0, 13555.0, 14254.0, 15057.0, 15109.0, 16448.0, 16742.0, 13246.0, 16056.0, 16494.0]","[16006.0, 16570.0, 15945.0, 17573.0, 15542.0, 14344.0, 16583.0, 14241.0, 17565.0, 14904.0]","[16618.0, 16021.0, 16886.0, 16579.0, 15844.0, 15915.0, 16879.0, 15593.0, 16141.0, 15618.0]"
85,"[14374.0, 17306.0, 16107.0, 15395.0, 14479.0, 15517.0, 17089.0, 18119.0, 15867.0, 15686.0]","[14714.0, 13481.0, 13292.0, 13938.0, 14129.0, 12822.0, 12474.0, 14042.0, 12965.0, 17460.0]","[16344.0, 13109.0, 14262.0, 14658.0, 13508.0, 13940.0, 14278.0, 13430.0, 14956.0, 13899.0]","[16892.0, 16036.0, 15647.0, 15463.0, 15998.0, 15152.0, 14151.0, 15434.0, 15815.0, 16249.0]"
86,"[17485.0, 17321.0, 19714.0, 17547.0, 16470.0, 20603.0, 18856.0, 19574.0, 18434.0, 16132.0]","[14713.0, 15257.0, 13054.0, 13341.0, 19943.0, 16888.0, 13486.0, 13695.0, 13688.0, 15020.0]","[17505.0, 14807.0, 16014.0, 19114.0, 14948.0, 16727.0, 16320.0, 14590.0, 13818.0, 14953.0]","[17267.0, 16877.0, 18670.0, 17245.0, 17749.0, 17486.0, 17714.0, 18163.0, 15912.0, 17722.0]"
87,"[17438.0, 17145.0, 17377.0, 17672.0, 16614.0, 17506.0, 16084.0, 18344.0, 18723.0, 18082.0]","[15688.0, 18462.0, 12944.0, 14016.0, 13101.0, 15802.0, 15660.0, 12949.0, 17390.0, 16957.0]","[16953.0, 14654.0, 16246.0, 15067.0, 16536.0, 17458.0, 16060.0, 16662.0, 16914.0, 14878.0]","[16968.0, 15854.0, 17811.0, 16098.0, 16813.0, 15946.0, 17558.0, 17358.0, 16983.0, 16235.0]"
88,"[16175.0, 16764.0, 18062.0, 18275.0, 18126.0, 16874.0, 20157.0, 17540.0, 20346.0, 18369.0]","[15634.0, 14741.0, 14210.0, 13404.0, 15554.0, 17469.0, 14533.0, 18119.0, 16620.0, 14447.0]","[14138.0, 19817.0, 16546.0, 15639.0, 16922.0, 18437.0, 17772.0, 16766.0, 18827.0, 16718.0]","[17153.0, 16642.0, 18783.0, 19262.0, 17734.0, 16441.0, 16408.0, 17298.0, 17581.0, 16601.0]"
89,"[20370.0, 18053.0, 20083.0, 17057.0, 17918.0, 18357.0, 19239.0, 17290.0, 17792.0, 18683.0]","[17570.0, 15411.0, 18189.0, 12829.0, 15353.0, 16344.0, 17009.0, 17399.0, 14879.0, 16081.0]","[15055.0, 18878.0, 14870.0, 16894.0, 14942.0, 13004.0, 16306.0, 16358.0, 15764.0, 15509.0]","[17639.0, 18460.0, 17157.0, 17974.0, 18256.0, 19096.0, 17490.0, 18073.0, 17072.0, 16625.0]"
9,"[13622.0, 11282.0, 10412.0, 14643.0, 0.0, 12585.0, 13069.0, 13080.0, 12881.0, 11431.0]","[10301.0, 0.0, 0.0, 0.0, 0.0, 10721.0, 10690.0, 11805.0, 0.0, 0.0]","[11662.0, 0.0, 0.0, 14651.0, 10150.0, 0.0, 0.0, 13331.0, 8572.0, 10687.0]","[14803.0, 10479.0, 10171.0, 7272.0, 0.0, 12844.0, 0.0, 0.0, 0.0, 0.0]"
94,"[9696.0, 9294.0, 9831.0, 9659.0, 10822.0, 12019.0, 11791.0, 10352.0, 13183.0, 11879.0]","[10424.0, 11613.0, 0.0, 0.0, 8591.0, 0.0, 0.0, 0.0, 8692.0, 0.0]","[11051.0, 11447.0, 0.0, 10655.0, 8678.0, 10944.0, 0.0, 9638.0, 0.0, 0.0]","[11528.0, 12406.0, 13193.0, 11785.0, 0.0, 10665.0, 10878.0, 0.0, 12525.0, 0.0]"
96,"[20052.0, 21020.0, 18168.0, 17629.0, 17545.0, 18974.0, 18470.0, 18313.0, 18926.0, 19808.0]","[15386.0, 16487.0, 17823.0, 15646.0, 15789.0, 19386.0, 16270.0, 16522.0, 13557.0, 17477.0]","[18598.0, 16600.0, 18331.0, 17813.0, 17132.0, 16187.0, 18778.0, 18430.0, 14049.0, 17876.0]","[19768.0, 19751.0, 16770.0, 17414.0, 18806.0, 17572.0, 18286.0, 18560.0, 18085.0, 17382.0]"
97,"[14534.0, 14009.0, 11968.0, 14863.0, 13682.0, 15306.0, 12648.0, 13503.0, 14420.0, 13949.0]","[12599.0, 12378.0, 12519.0, 9849.0, 11095.0, 12523.0, 13723.0, 12193.0, 14660.0, 11913.0]","[12460.0, 12676.0, 13253.0, 13120.0, 12341.0, 11415.0, 11289.0, 13386.0, 12851.0, 11950.0]","[13228.0, 13336.0, 13417.0, 13624.0, 13930.0, 12728.0, 14412.0, 13962.0, 12899.0, 13153.0]"
99,"[11316.0, 12533.0, 10824.0, 12715.0, 11743.0, 13664.0, 13141.0, 11495.0, 10505.0, 11836.0]","[0.0, 11832.0, 10199.0, 9226.0, 8511.0, 10860.0, 12039.0, 10518.0, 10653.0, 11036.0]","[10311.0, 13293.0, 0.0, 10201.0, 9667.0, 11238.0, 9207.0, 10543.0, 11297.0, 10237.0]","[12163.0, 12655.0, 9193.0, 12611.0, 12520.0, 11680.0, 11533.0, 11459.0, 12083.0, 10848.0]"
